group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,lbenton@example.net,64,Michael,Torres,1,True,False,1,False,"[6, 1, 2]",,,,,,True,0,1
0,kayla89@example.org,79,Taylor,Valenzuela,1,True,False,1,False,"[6, 2]",,,,,,True,0,1
0,rachel45@example.com,81,Christopher,Santiago,1,True,False,1,False,"[6, 1]",,,,,,True,0,1
0,derekbryant@example.com,96,Sarah,Nelson,1,True,False,1,False,"[6, 1]",,,,,,True,3,1
0,kellypowell@example.org,97,Douglas,Mitchell,1,True,False,1,False,[1],,,,,,True,3,1
1,alexandriahammond@example.org,74,Brian,Hall,1,True,False,1,False,"[5, 6, 1]",,,,,,True,0,1
1,steven35@example.org,80,Ann,Kaiser,1,True,False,1,False,"[5, 6, 2]",,,,,,True,0,1
1,samanthasmith@example.net,72,William,Garcia,1,True,False,1,False,"[5, 2]",,,,,,True,0,1
1,solomonpaula@example.net,62,Jessica,Brown,1,True,False,1,False,"[5, 6, 2]",,,,,,True,0,1
2,jose80@example.com,91,Megan,Andrews,1,True,False,1,False,"[5, 6, 1, 2]",,,,,,True,3,1
2,ibrewer@example.org,94,Michael,Romero,1,True,False,1,False,"[5, 6, 1]",,,,,,True,3,1
2,yvonne96@example.net,90,Tiffany,Brown,1,True,False,1,False,"[5, 6, 1, 2]",,,,,,True,3,1
3,gallowayapril@example.org,69,Jennifer,Booth,1,True,False,1,False,"[1, 3]",,,,,,True,0,1
3,vjackson@example.net,77,Kayla,Gibbs,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
3,jennifer32@example.net,73,Jacqueline,Norton,1,True,False,1,False,"[2, 3]",,,,,,True,0,1
3,qkirby@example.org,87,Kevin,Joyce,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
4,sherylkirk@example.net,67,Sabrina,Hamilton,1,True,False,1,False,"[5, 6, 1, 3]",,,,,,True,0,1
4,kristi14@example.net,76,Robert,Gutierrez,1,True,False,1,False,"[6, 2, 3]",,,,,,True,0,1
4,nsanders@example.net,66,Brenda,Evans,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
4,wdaniel@example.com,71,Eddie,Cervantes,1,True,False,1,False,"[6, 2, 3]",,,,,,True,0,1
5,jeremy81@example.net,98,Kenneth,Brown,1,True,False,1,False,"[6, 3]",,,,,,True,3,1
5,uramos@example.com,95,Jeff,Larson,1,True,False,1,False,"[1, 2, 3]",,,,,,True,3,1
5,jamesmclean@example.net,99,Kenneth,Howard,1,True,False,1,False,"[5, 6, 1, 3]",,,,,,True,3,1
6,zacharymartinez@example.net,89,Gabrielle,Taylor,1,True,False,1,False,"[5, 2, 4]",,,,,,True,0,1
6,traceyrodriguez@example.net,88,Michael,Morris,1,True,False,1,False,"[6, 2, 4]",,,,,,True,0,1
6,janice88@example.org,68,Laura,Friedman,1,True,False,1,False,"[5, 6, 1, 4]",,,,,,True,0,1
6,ramirezsarah@example.org,61,Steven,Hernandez,1,True,False,1,False,"[1, 2, 3, 4]",,,,,,True,0,1
6,schwartzkenneth@example.net,78,Scott,Moore,1,True,False,1,False,"[1, 2, 3, 4]",,,,,,True,0,1
6,sotogregory@example.com,83,Jeffrey,Tran,1,True,False,1,False,"[5, 6, 1, 3, 4]",,,,,,True,0,1
7,leslie92@example.org,86,Stephanie,Rowe,1,True,False,1,False,"[1, 2, 4]",,,,,,True,0,1
7,shannon73@example.net,65,Amy,Thomas,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
7,angelasullivan@example.org,85,Daniel,Brown,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
7,brittanyfoster@example.net,70,Emily,Phelps,1,True,False,1,False,"[5, 6, 1, 4]",,,,,,True,0,1
7,lisa79@example.org,75,Alexis,Jones,1,True,False,1,False,"[5, 1, 2, 4]",,,,,,True,0,1
8,wongjohn@example.net,93,Amber,Moore,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,3,1
8,lisahurley@example.net,92,Donald,Nash,1,True,False,1,False,"[1, 4]",,,,,,True,3,1
8,masonchristina@example.org,63,Andrea,Summers,1,True,False,1,False,"[5, 2, 3, 4]",,,,,,True,0,1
