group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,amiddleton@example.org,80,Michael,Weber,1,True,False,1,False,"[5, 3]",,,,,,True,0,1
0,velezgeorge@example.org,63,Tara,Smith,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
0,lindseybarrett@example.net,65,Andrew,Roberts,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
0,deborah60@example.org,78,James,Griffin,1,True,False,1,False,"[5, 1]",,,,,,True,0,1
0,watersnorma@example.net,97,Austin,Mills,1,True,False,1,False,"[1, 3]",,,,,,True,3,1
0,vburke@example.com,99,Emily,Myers,1,True,False,1,False,"[5, 1, 3]",,,,,,True,3,1
1,jamesmccarty@example.com,69,Dr.,Catherine,1,True,False,1,False,"[2, 3]",,,,,,True,0,1
1,sarahserrano@example.com,66,Craig,Hunter,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
1,lawrence03@example.net,74,Jon,Smith,1,True,False,1,False,"[1, 2, 3]",,,,,,True,0,1
1,ybell@example.org,71,April,Randolph,1,True,False,1,False,"[1, 2, 3]",,,,,,True,0,1
2,xruiz@example.org,62,Jennifer,Hill,1,True,False,1,False,"[5, 1, 2, 3]",,,,,,True,0,1
2,tpeterson@example.net,84,Thomas,Hoover,1,True,False,1,False,"[1, 2, 3]",,,,,,True,0,1
2,tgilbert@example.net,98,Angela,Fry,1,True,False,1,False,"[1, 2, 3]",,,,,,True,3,1
3,jessicahernandez@example.org,95,Sandra,Lawson,1,True,False,1,False,"[5, 6, 3]",,,,,,True,3,1
3,tylerjenna@example.net,90,Danny,Brown,1,True,False,1,False,"[5, 6, 2]",,,,,,True,3,1
3,mary40@example.com,96,Scott,Johnson,1,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,3,1
4,lindahebert@example.net,67,Sean,Mcclain,1,True,False,1,False,"[5, 6, 1]",,,,,,True,0,1
4,kaitlyn64@example.com,77,Christina,Perkins,1,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,0,1
4,nguyenkimberly@example.org,73,Robert,Saunders,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
4,katiechapman@example.com,88,Kimberly,Thomas,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
4,mrivas@example.com,83,Jessica,Chen,1,True,False,1,False,"[6, 1]",,,,,,True,0,1
5,ivance@example.org,87,Henry,Orozco,1,True,False,1,False,"[5, 6, 1]",,,,,,True,0,1
5,jimenezkevin@example.net,60,Stephanie,Arias,1,True,False,1,False,"[6, 2, 3]",,,,,,True,0,1
5,pgriffith@example.com,85,Ashley,Carpenter,1,True,False,1,False,"[5, 6, 1, 2]",,,,,,True,0,1
5,stephanie13@example.org,75,James,Smith,1,True,False,1,False,"[5, 6, 1, 2]",,,,,,True,0,1
6,jeremiahwiggins@example.com,82,Kristen,Williamson,1,True,False,1,False,"[5, 4]",,,,,,True,0,1
6,jennifer34@example.com,68,Robert,Alexander,1,True,False,1,False,"[5, 6, 2, 4]",,,,,,True,0,1
6,jrivera@example.com,92,Danny,Hogan,1,True,False,1,False,"[5, 6, 2, 4]",,,,,,True,3,1
6,williamevans@example.org,91,Marcus,Simpson,1,True,False,1,False,"[6, 1, 4]",,,,,,True,3,1
7,josephsimmons@example.net,61,Thomas,Madden,1,True,False,1,False,"[6, 1, 2, 3, 4]",,,,,,True,0,1
7,richard22@example.org,70,Susan,Ross,1,True,False,1,False,"[5, 2, 3, 4]",,,,,,True,0,1
7,xsanchez@example.org,64,Amanda,Graves,1,True,False,1,False,"[6, 4]",,,,,,True,0,1
7,kristine34@example.org,89,Jose,Robertson,1,True,False,1,False,"[6, 1, 3, 4]",,,,,,True,0,1
7,johnsonholly@example.com,86,Anna,Spence,1,True,False,1,False,"[5, 2, 4]",,,,,,True,0,1
8,lbaker@example.org,76,Aaron,Collins,1,True,False,1,False,"[5, 2, 3, 4]",,,,,,True,0,1
8,hailey10@example.com,81,Diane,Schmidt,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,0,1
8,shanebryant@example.org,72,Rachel,Garcia,1,True,False,1,False,"[5, 4]",,,,,,True,0,1
8,josephortega@example.org,79,Anthony,Collins,1,True,False,1,False,"[5, 3, 4]",,,,,,True,0,1
8,julie24@example.org,93,Whitney,King,1,True,False,1,False,"[5, 2, 4]",,,,,,True,3,1
8,danny87@example.com,94,Jason,Wright,1,True,False,1,False,"[5, 1, 3, 4]",,,,,,True,3,1
9,jessicavasquez@example.org,56,Taylor,Higgins,2,True,False,1,False,"[1, 2, 4]",,,,,,True,5,1
9,emily32@example.com,54,Jacob,Kelly,2,True,False,1,False,"[1, 2, 4]",,,,,,True,5,1
9,sean29@example.org,58,David,Sandoval,2,True,False,1,False,"[6, 1, 4]",,,,,,True,5,1
9,paulwalker@example.org,55,James,Morton,2,True,False,1,False,"[6, 2]",,,,,,True,5,1
9,chenelizabeth@example.net,48,Donald,Brown,2,True,False,1,False,"[6, 1, 4]",,,,,,True,1,1
9,albert36@example.org,40,Rachel,Lozano,2,True,False,1,False,"[1, 2]",,,,,,True,1,1
