group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,aaron59@example.com,61,Cameron,Jimenez,1,True,False,1,False,"[1, 4]",,,,,,True,0,1
0,johnyoung@example.org,78,Keith,Norris,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
0,blara@example.com,79,Michael,King,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
0,wpatterson@example.com,88,Lisa,Caldwell,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
0,gevans@example.org,91,Jacob,Shaw,1,True,False,1,False,"[5, 4]",,,,,,True,3,1
1,kelsey78@example.org,66,Harry,Powers,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
1,kyleschneider@example.org,89,Rachel,Rodgers,1,True,False,1,False,"[1, 3]",,,,,,True,0,1
1,hannahcohen@example.net,82,David,Garcia,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
1,amyporter@example.org,65,Patricia,Schneider,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
2,barnettdaniel@example.org,93,Deborah,Patterson,1,True,False,1,False,"[5, 3, 4]",,,,,,True,3,1
2,anthonylawrence@example.net,96,Jacqueline,Lyons,1,True,False,1,False,"[5, 3, 4]",,,,,,True,3,1
2,vincentortiz@example.com,62,Michael,Young,1,True,False,1,False,"[5, 3]",,,,,,True,0,1
2,fherring@example.com,73,Michael,Huffman,1,True,False,1,False,"[5, 1, 3, 4]",,,,,,True,0,1
3,orush@example.org,97,Mr.,Daniel,1,True,False,1,False,"[5, 2, 4]",,,,,,True,3,1
3,michael55@example.org,99,Mark,Duncan,1,True,False,1,False,"[5, 1, 2, 4]",,,,,,True,3,1
3,millerkeith@example.org,63,Mark,Taylor,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
3,wilsonjessica@example.org,84,Rebecca,Thomas,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
4,gonzalezalan@example.com,80,Michael,Garcia,1,True,False,1,False,"[2, 4]",,,,,,True,0,1
4,sford@example.org,81,Gloria,Garcia,1,True,False,1,False,"[5, 2, 4]",,,,,,True,0,1
4,spacheco@example.com,72,Teresa,Rivera,1,True,False,1,False,"[5, 1, 2]",,,,,,True,0,1
