group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,jerry64@example.com,66,Ashley,Ortiz,1,True,False,1,False,"[2, 3]",,,,,,True,0,1
0,donald97@example.net,64,Joanna,Matthews,1,True,False,1,False,"[5, 2]",,,,,,True,0,1
0,samuelrogers@example.com,60,Mathew,Gregory,1,True,False,1,False,"[5, 2]",,,,,,True,0,1
1,dennisnancy@example.net,90,Paul,Estrada,1,True,False,1,False,"[5, 3]",,,,,,True,3,1
1,amanda31@example.com,98,Anna,Woods,1,True,False,1,False,"[5, 2]",,,,,,True,3,1
1,osbornkenneth@example.net,69,Laurie,Vaughn,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
1,ethan16@example.org,65,Darrell,Roberts,1,True,False,1,False,"[5, 3]",,,,,,True,0,1
2,jason95@example.com,76,Kylie,Jackson,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
2,gjohnson@example.net,81,David,Owens,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
2,jstrickland@example.net,61,Christina,Bell,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
2,michaelball@example.com,71,Cindy,Jimenez,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
2,jimmy15@example.org,94,Marie,Kelley,1,True,False,1,False,"[5, 4]",,,,,,True,3,1
3,samanthaaguirre@example.com,91,Jason,Stokes,1,True,False,1,False,"[5, 1, 3]",,,,,,True,3,1
3,elizabethmathews@example.net,97,Michelle,Riggs,1,True,False,1,False,"[1, 3, 4]",,,,,,True,3,1
3,cummingsmegan@example.net,93,Anthony,Morales,1,True,False,1,False,"[1, 2, 4]",,,,,,True,3,1
4,heidiwilliams@example.com,73,Roger,Mckee,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
4,hrivera@example.org,79,Jennifer,Taylor,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
4,troytaylor@example.net,62,Maria,Odonnell,1,True,False,1,False,"[5, 1, 2, 3, 4]",,,,,,True,0,1
4,fowens@example.net,89,Veronica,Johnson,1,True,False,1,False,"[1, 4]",,,,,,True,0,1
4,lisaadams@example.net,63,James,Benson,1,True,False,1,False,"[1, 4]",,,,,,True,0,1
5,schaeferdebra@example.com,74,Lauren,Bennett,1,True,False,1,False,"[5, 1]",,,,,,True,0,1
5,hscott@example.net,67,Christopher,Murphy,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
5,jadelane@example.net,85,Danielle,Ross,1,True,False,1,False,"[5, 1, 2, 4]",,,,,,True,0,1
5,holiver@example.com,87,Mrs.,Eileen,1,True,False,1,False,"[5, 1, 2]",,,,,,True,0,1
6,jill05@example.net,78,Gene,West,1,True,False,1,False,"[5, 6, 1, 2, 3]",,,,,,True,0,1
6,michaelarcher@example.com,75,Sarah,Davidson,1,True,False,1,False,"[6, 3]",,,,,,True,0,1
6,owenschristopher@example.net,83,Nicholas,Hubbard,1,True,False,1,False,"[6, 1, 2, 3]",,,,,,True,0,1
6,ochoashawn@example.com,80,John,Hayes,1,True,False,1,False,"[6, 4]",,,,,,True,0,1
7,amanda16@example.org,84,Debbie,Dean,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,0,1
7,tjordan@example.net,68,Dillon,Martin,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
7,wesleyherman@example.net,92,Joel,Brown,1,True,False,1,False,"[5, 6, 3]",,,,,,True,3,1
7,patrick23@example.com,96,Denise,Benton,1,True,False,1,False,"[5, 6, 2]",,,,,,True,3,1
8,dthomas@example.org,82,Steven,Lynn,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,0,1
8,janet38@example.org,77,Robert,Richardson,1,True,False,1,False,"[6, 2, 4]",,,,,,True,0,1
8,wsanders@example.com,72,Thomas,Garcia,1,True,False,1,False,"[5, 6, 2]",,,,,,True,0,1
8,janetwilson@example.org,70,Michael,Morales,1,True,False,1,False,"[5, 6, 2]",,,,,,True,0,1
9,zpadilla@example.org,99,Justin,Wright,1,True,False,1,False,"[5, 6, 1, 2]",,,,,,True,3,1
9,eparsons@example.net,95,Stacey,Matthews,1,True,False,1,False,"[6, 1]",,,,,,True,3,1
9,acoleman@example.com,88,Ronald,Carey,1,True,False,1,False,"[5, 6, 1]",,,,,,True,0,1
9,peter91@example.com,86,Ryan,Anderson,1,True,False,1,False,"[5, 6, 1, 4]",,,,,,True,0,1
10,arroyoshawn@example.org,32,Michael,Walker,3,True,False,1,False,"[5, 1]",,,,,,True,1,1
10,wilkinsonlauren@example.net,31,Heather,Smith,3,True,False,1,False,"[5, 6]",,,,,,True,1,1
10,campbellmatthew@example.net,24,Becky,Pittman,3,True,False,1,False,"[5, 6, 1]",,,,,,True,2,0
10,stevenschmidt@example.org,28,Bradley,Garrison,3,True,False,1,False,"[5, 6]",,,,,,True,2,0
10,blake92@example.org,22,Julie,Pope,3,True,False,1,False,"[5, 6]",,,,,,True,2,0
11,acostajeffrey@example.net,26,Pamela,Gutierrez,3,True,False,1,False,"[6, 1, 2, 3]",,,,,,True,2,0
11,kathrynsmith@example.net,25,Katherine,Lawson,3,True,False,1,False,"[6, 1, 3]",,,,,,True,2,0
11,csanchez@example.org,21,Jennifer,Henderson,3,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,2,0
11,amyhammond@example.org,23,James,Moore,3,True,False,1,False,"[5, 1, 2, 3]",,,,,,True,2,0
12,stephanieserrano@example.com,38,Michael,Miller,3,True,False,1,False,"[6, 2, 3]",,,,,,True,1,1
12,emilykim@example.net,35,Catherine,Perry,3,True,False,1,False,"[5, 6, 3]",,,,,,True,1,1
12,grosscraig@example.net,33,Christopher,Walsh,3,True,False,1,False,"[5, 6, 1, 3]",,,,,,True,1,1
13,sarahroberts@example.org,36,Samantha,Nolan,3,True,False,1,False,"[5, 4]",,,,,,True,1,1
13,harringtonkrystal@example.com,30,Adam,Wise,3,True,False,1,False,"[6, 2, 4]",,,,,,True,1,1
13,ashleybanks@example.com,20,Jason,Vargas,3,True,False,1,False,"[5, 6, 1, 4]",,,,,,True,2,0
13,sarahjoyce@example.org,27,Michael,Carlson,3,True,False,1,False,"[1, 3, 4]",,,,,,True,2,0
13,qzuniga@example.net,29,Paul,Roberts,3,True,False,1,False,"[6, 3, 4]",,,,,,True,2,0
14,mcbridetammy@example.com,39,Gary,Johnson,3,True,False,1,False,"[5, 6, 2, 4]",,,,,,True,1,1
14,chris09@example.org,37,Haley,Norton,3,True,False,1,False,"[1, 2, 4]",,,,,,True,1,1
