group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,blevinsjose@example.org,74,Katherine,Moore,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
0,leesarah@example.org,84,Stephanie,Miles,1,True,False,1,False,[6],,,,,,True,0,1
0,ltodd@example.org,90,Daniel,May,1,True,False,1,False,"[6, 1]",,,,,,True,3,1
1,lorozco@example.com,62,Christopher,Burns,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
1,hdunn@example.net,85,Misty,Wright,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
1,cynthiapadilla@example.com,88,Dr.,Megan,1,True,False,1,False,"[6, 1]",,,,,,True,0,1
1,roberthunter@example.com,77,Andrew,Mueller,1,True,False,1,False,[3],,,,,,True,0,1
2,erikmiller@example.net,76,Samantha,Ramos,1,True,False,1,False,"[6, 1, 2, 3]",,,,,,True,0,1
2,kvance@example.net,83,Melissa,Bell,1,True,False,1,False,"[6, 1, 2, 3]",,,,,,True,0,1
2,nmorales@example.net,87,Donald,Valdez,1,True,False,1,False,"[6, 1, 2]",,,,,,True,0,1
2,pdougherty@example.com,98,Tracy,Scott,1,True,False,1,False,"[6, 1, 2]",,,,,,True,3,1
2,edwardrichardson@example.org,99,Ryan,Long,1,True,False,1,False,"[6, 2, 3]",,,,,,True,3,1
2,khenderson@example.com,96,Michael,Morgan,1,True,False,1,False,"[6, 2, 3]",,,,,,True,3,1
3,jody89@example.com,71,Stephanie,Williams,1,True,False,1,False,"[5, 6, 1, 2, 3]",,,,,,True,0,1
3,kim60@example.org,72,Dylan,Greene,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
3,zgriffin@example.net,81,Emily,Franklin,1,True,False,1,False,"[5, 6]",,,,,,True,0,1
4,vkaiser@example.net,89,Troy,Carrillo,1,True,False,1,False,"[5, 6, 1, 2, 3]",,,,,,True,0,1
4,juan81@example.net,75,Scott,Patterson,1,True,False,1,False,"[5, 6, 1]",,,,,,True,0,1
4,zwilliams@example.com,92,Richard,Rodgers,1,True,False,1,False,"[5, 2, 3]",,,,,,True,3,1
4,milleredward@example.org,97,Kenneth,Braun,1,True,False,1,False,"[5, 3]",,,,,,True,3,1
4,meghan34@example.net,91,Lisa,Schwartz,1,True,False,1,False,"[5, 3]",,,,,,True,3,1
5,michelle48@example.org,69,Shannon,Sullivan,1,True,False,1,False,"[5, 1, 2]",,,,,,True,0,1
5,hartmankelly@example.org,68,Carrie,Myers,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
5,iharding@example.org,95,Vernon,Jimenez,1,True,False,1,False,"[5, 1, 2]",,,,,,True,3,1
5,christian03@example.com,93,Michael,Morris,1,True,False,1,False,"[5, 6, 2]",,,,,,True,3,1
6,timothy43@example.org,60,Marcus,Dunn,1,True,False,1,False,"[5, 3, 4]",,,,,,True,0,1
6,janicekim@example.org,67,Rachel,Padilla,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
6,laura28@example.org,66,Robert,Glass,1,True,False,1,False,"[5, 6, 4]",,,,,,True,0,1
6,angelahale@example.org,86,Jennifer,Camacho,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,0,1
7,tmartin@example.org,61,Margaret,Pace,1,True,False,1,False,"[5, 2, 3, 4]",,,,,,True,0,1
7,dianeyoung@example.net,79,Jonathan,Wood,1,True,False,1,False,"[1, 4]",,,,,,True,0,1
7,holtsteven@example.net,70,Nathan,Williams,1,True,False,1,False,"[1, 2, 4]",,,,,,True,0,1
7,aaron26@example.com,78,Patrick,Jones,1,True,False,1,False,"[5, 4]",,,,,,True,0,1
8,kenneth30@example.com,82,Michael,Carpenter,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
8,alice34@example.org,63,Ms.,Olivia,1,True,False,1,False,"[5, 6, 3, 4]",,,,,,True,0,1
8,christina19@example.com,65,Jennifer,Mullins,1,True,False,1,False,"[5, 3, 4]",,,,,,True,0,1
8,toddjill@example.net,64,Chad,Lee,1,True,False,1,False,"[6, 1, 4]",,,,,,True,0,1
9,elizabethcarr@example.org,80,Peter,Bates,1,True,False,1,False,"[1, 2, 4]",,,,,,True,0,1
9,margaret42@example.net,73,Michael,Schaefer,1,True,False,1,False,"[5, 6, 4]",,,,,,True,0,1
9,ggreene@example.net,94,Scott,Rodriguez,1,True,False,1,False,"[5, 1, 4]",,,,,,True,3,1
10,juliathomas@example.net,45,Stephen,Stewart,2,True,False,1,False,"[6, 1, 3]",,,,,,True,1,1
10,andersonrickey@example.org,47,Andrew,Castaneda,2,True,False,1,False,"[6, 1, 3]",,,,,,True,1,1
10,iwalker@example.net,51,Kelly,Braun,2,True,False,1,False,"[1, 4]",,,,,,True,5,1
10,amanda44@example.net,50,Kyle,Baker,2,True,False,1,False,"[3, 4]",,,,,,True,5,1
11,jacobreynolds@example.net,43,Terry,Valdez,2,True,False,1,False,"[5, 1, 4]",,,,,,True,1,1
11,michael37@example.net,48,Michael,Johnson,2,True,False,1,False,"[5, 6, 1]",,,,,,True,1,1
11,matthew30@example.net,41,Robert,Ross,2,True,False,1,False,"[5, 1, 4]",,,,,,True,1,1
11,bkeller@example.net,46,Jesus,Gonzalez,2,True,False,1,False,"[5, 1, 4]",,,,,,True,1,1
11,glang@example.com,42,Keith,Harrington,2,True,False,1,False,"[6, 3, 4]",,,,,,True,1,1
12,johnsonsamuel@example.com,59,Christine,Price,2,True,False,1,False,"[5, 4]",,,,,,True,5,1
12,james23@example.org,54,Brenda,Thornton,2,True,False,1,False,"[6, 3, 4]",,,,,,True,5,1
12,martinjames@example.com,52,Michael,Harrison,2,True,False,1,False,"[6, 3, 4]",,,,,,True,5,1
13,whitemaurice@example.com,55,Kristy,Cisneros,2,True,False,1,False,"[5, 6, 1, 2, 3]",,,,,,True,5,1
13,kristi81@example.com,58,Ronald,Garrett,2,True,False,1,False,"[2, 4]",,,,,,True,5,1
13,nicoleoliver@example.org,57,Tracey,Faulkner,2,True,False,1,False,"[5, 6, 2]",,,,,,True,5,1
14,tmoore@example.com,56,Samuel,Jenkins,2,True,False,1,False,"[6, 1, 2, 3]",,,,,,True,5,1
14,jennycaldwell@example.org,53,Haley,Camacho,2,True,False,1,False,"[5, 6, 1, 2]",,,,,,True,5,1
14,schmidtjames@example.com,40,Mary,Jensen,2,True,False,1,False,"[5, 1, 2]",,,,,,True,1,1
14,tiffanyhayden@example.org,44,Paul,Cruz,2,True,False,1,False,"[1, 2, 3]",,,,,,True,1,1
14,alexander04@example.org,49,Zachary,Wilson,2,True,False,1,False,"[6, 2, 4]",,,,,,True,1,1
15,cnichols@example.org,32,David,Schmidt,3,True,False,1,False,[4],,,,,,True,1,1
15,samanthajohnson@example.org,23,Stephanie,Harrison,3,True,False,1,False,"[6, 4]",,,,,,True,2,0
15,smithnicholas@example.net,29,Barry,Anthony,3,True,False,1,False,"[2, 4]",,,,,,True,2,0
15,piercetom@example.com,21,Brandon,Odom,3,True,False,1,False,"[2, 3]",,,,,,True,2,0
16,leebrittany@example.org,31,Betty,Torres,3,True,False,1,False,"[5, 2, 4]",,,,,,True,1,1
16,howelljames@example.org,36,Katelyn,Hill,3,True,False,1,False,"[6, 3]",,,,,,True,1,1
16,xchurch@example.net,28,Daniel,Ramirez,3,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,2,0
16,george42@example.net,26,Craig,Kirby,3,True,False,1,False,"[6, 3, 4]",,,,,,True,2,0
17,mitchell18@example.com,27,Amanda,Johnson,3,True,False,1,False,"[5, 6, 2, 4]",,,,,,True,2,0
17,xrobles@example.com,20,Aaron,Robertson,3,True,False,1,False,"[5, 6, 3]",,,,,,True,2,0
17,benjaminhood@example.org,33,Elizabeth,Boyd,3,True,False,1,False,"[5, 6, 3]",,,,,,True,1,1
17,francisco84@example.com,35,Brittany,Bradford,3,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,1,1
18,crivera@example.org,25,Melissa,Mills,3,True,False,1,False,"[1, 3]",,,,,,True,2,0
18,udaniels@example.net,24,Samantha,Mason,3,True,False,1,False,"[5, 1, 3]",,,,,,True,2,0
18,wmurphy@example.net,22,Tiffany,Cabrera,3,True,False,1,False,"[5, 6, 1, 3]",,,,,,True,2,0
19,anna75@example.net,37,Lisa,Brewer,3,True,False,1,False,"[6, 1]",,,,,,True,1,1
19,brettrodriguez@example.net,39,Kristi,Sherman,3,True,False,1,False,"[6, 1, 4]",,,,,,True,1,1
19,kimberly90@example.net,30,Jerry,Miller,3,True,False,1,False,"[5, 1, 2, 4]",,,,,,True,1,1
19,smithmatthew@example.org,38,Amy,Davidson,3,True,False,1,False,"[5, 1, 4]",,,,,,True,1,1
19,nrussell@example.org,34,Tammy,Meyer,3,True,False,1,False,"[1, 2, 3]",,,,,,True,1,1
20,christinewhite@example.org,17,Emma,Anderson,4,True,False,1,False,"[5, 2, 3]",,,,,,True,6,0
20,mccallmichelle@example.com,11,Rachel,Johnson,4,True,False,1,False,"[5, 6]",,,,,,True,6,0
20,hayeskelsey@example.net,16,Bill,Caldwell,4,True,False,1,False,"[5, 6, 2]",,,,,,True,6,0
20,janice57@example.com,12,Tommy,Willis,4,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,6,0
21,benjamin25@example.com,3,Noah,Carey,4,True,False,1,False,"[6, 2, 3]",,,,,,True,6,2
21,ymartin@example.org,2,Erica,Rodriguez,4,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,6,2
