group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,kathleenvazquez@example.org,78,James,Russell,1,True,False,1,False,"[5, 6]",,,,,,True,0,1
0,bullockaaron@example.org,88,Natasha,Lam,1,True,False,1,False,"[5, 6, 3]",,,,,,True,0,1
0,marqueztodd@example.com,99,Maria,Reed,1,True,False,1,False,"[5, 6, 3]",,,,,,True,3,1
0,astewart@example.net,94,Michael,Jackson,1,True,False,1,False,"[6, 3]",,,,,,True,3,1
1,rramos@example.org,68,Marisa,Perez,1,True,False,1,False,"[6, 2, 3]",,,,,,True,0,1
1,zking@example.org,69,Kelly,Wright,1,True,False,1,False,"[2, 3]",,,,,,True,0,1
1,annmorris@example.org,82,Jeremy,Chavez,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
1,joshuafields@example.org,86,Alyssa,Ruiz,1,True,False,1,False,"[5, 2]",,,,,,True,0,1
1,alexandrapeterson@example.net,84,Monique,Reyes,1,True,False,1,False,"[5, 2]",,,,,,True,0,1
1,benderdawn@example.org,92,Amanda,Guzman,1,True,False,1,False,"[6, 2]",,,,,,True,3,1
2,kathygibbs@example.net,81,Bruce,Andrade,1,True,False,1,False,"[5, 4]",,,,,,True,0,1
2,heather32@example.com,79,Laura,Williams,1,True,False,1,False,"[5, 2, 3, 4]",,,,,,True,0,1
2,watkinsalexander@example.net,87,Theresa,Harrington,1,True,False,1,False,"[2, 4]",,,,,,True,0,1
2,melissa13@example.org,60,Brandon,Acosta,1,True,False,1,False,"[5, 6, 4]",,,,,,True,0,1
2,brian65@example.com,75,Brett,Davis,1,True,False,1,False,"[5, 6, 2, 4]",,,,,,True,0,1
2,ybest@example.net,77,Alexander,Martinez,1,True,False,1,False,"[5, 2, 3, 4]",,,,,,True,0,1
3,hhanson@example.net,74,Brandy,Bailey,1,True,False,1,False,"[6, 2, 3, 4]",,,,,,True,0,1
3,morganharris@example.net,63,Jennifer,Cuevas,1,True,False,1,False,"[5, 6, 3, 4]",,,,,,True,0,1
3,julia25@example.net,95,Morgan,Fletcher,1,True,False,1,False,"[5, 6, 2, 4]",,,,,,True,3,1
3,robert68@example.net,71,Kimberly,Davis,1,True,False,1,False,"[6, 3, 4]",,,,,,True,0,1
3,hallandrea@example.org,72,Lisa,Matthews,1,True,False,1,False,"[5, 2, 3, 4]",,,,,,True,0,1
4,rosarioconnie@example.net,89,Danielle,Allison,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,0,1
4,meganpoole@example.net,62,Tyler,Baird,1,True,False,1,False,"[6, 1, 3, 4]",,,,,,True,0,1
4,kenneth80@example.org,80,Emily,Stanley,1,True,False,1,False,"[5, 6, 1, 3, 4]",,,,,,True,0,1
5,deborah84@example.org,97,Holly,Cordova,1,True,False,1,False,"[5, 1, 2]",,,,,,True,3,1
5,serranoeric@example.com,90,Audrey,Pierce,1,True,False,1,False,"[5, 6, 1]",,,,,,True,3,1
5,beckeraaron@example.com,93,Sandra,Hatfield,1,True,False,1,False,"[6, 1, 3]",,,,,,True,3,1
5,xbradshaw@example.net,96,Felicia,Williams,1,True,False,1,False,"[6, 1, 4]",,,,,,True,3,1
5,gavery@example.com,73,Kathy,Leach,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
5,porterdenise@example.net,70,Michael,Garcia,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
6,skim@example.org,76,Matthew,Drake,1,True,False,1,False,"[5, 1]",,,,,,True,0,1
6,robinsonbrent@example.com,83,Christopher,Mckinney,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
6,john02@example.com,61,Maureen,Morris,1,True,False,1,False,"[1, 2, 3]",,,,,,True,0,1
6,ebaker@example.net,85,William,Gentry,1,True,False,1,False,"[6, 1, 2]",,,,,,True,0,1
6,rrodriguez@example.org,67,Erik,Chapman,1,True,False,1,False,"[6, 1, 3, 4]",,,,,,True,0,1
6,lisa65@example.org,66,Angela,Maxwell,1,True,False,1,False,"[5, 6, 1, 3, 4]",,,,,,True,0,1
7,megansharp@example.org,98,Travis,Simpson,1,True,False,1,False,"[6, 1, 2, 3, 4]",,,,,,True,3,1
7,susan85@example.net,91,Tracey,Andrews,1,True,False,1,False,"[5, 6, 1, 4]",,,,,,True,3,1
7,stephaniemoore@example.org,65,Daniel,Bautista,1,True,False,1,False,"[6, 1, 2]",,,,,,True,0,1
7,tiffanyjones@example.net,64,Elizabeth,Wolf,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
8,fstewart@example.net,31,Alicia,Leach,3,True,False,1,False,"[6, 1, 3]",,,,,,True,1,1
8,xdavies@example.com,38,John,Doyle,3,True,False,1,False,"[1, 3, 4]",,,,,,True,1,1
8,rodriguezeric@example.net,39,Victor,Burnett,3,True,False,1,False,"[6, 3, 4]",,,,,,True,1,1
8,christinejohnson@example.net,22,Maria,Gregory,3,True,False,1,False,"[6, 1, 4]",,,,,,True,2,0
8,lovejade@example.net,23,Corey,Watkins,3,True,False,1,False,"[6, 1, 3, 4]",,,,,,True,2,0
