group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,ehopkins@example.com,83,Frank,Oliver,1,True,False,1,False,"[6, 1]",,,,,,True,0,1
0,emilyalexander@example.net,87,Mikayla,Reid,1,True,False,1,False,"[6, 1, 4]",,,,,,True,0,1
0,elogan@example.com,63,Christy,Lamb,1,True,False,1,False,"[1, 4]",,,,,,True,0,1
0,brianna78@example.net,85,Jeffrey,Stanley,1,True,False,1,False,"[1, 4]",,,,,,True,0,1
0,kimberly37@example.org,90,Natasha,Fischer,1,True,False,1,False,"[6, 1, 4]",,,,,,True,3,1
1,justin05@example.net,89,Aaron,Osborne,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,0,1
1,warnerelizabeth@example.net,62,Peter,Serrano,1,True,False,1,False,"[6, 2, 4]",,,,,,True,0,1
1,russellmaureen@example.org,84,Jennifer,Harris,1,True,False,1,False,"[2, 4]",,,,,,True,0,1
1,danielswilliam@example.org,67,Donald,Butler,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,0,1
2,williamsonkevin@example.com,93,Jaime,Smith,1,True,False,1,False,"[6, 2]",,,,,,True,3,1
2,harveycraig@example.com,92,Edward,Hoffman,1,True,False,1,False,"[1, 2]",,,,,,True,3,1
2,unorman@example.com,69,Michael,Russell,1,True,False,1,False,"[6, 2]",,,,,,True,0,1
2,zjones@example.org,76,Sarah,Sexton,1,True,False,1,False,"[6, 1, 2]",,,,,,True,0,1
3,ramossarah@example.net,91,Michael,Ochoa,1,True,False,1,False,"[1, 2, 3, 4]",,,,,,True,3,1
3,uanderson@example.com,96,Teresa,Turner,1,True,False,1,False,"[2, 3, 4]",,,,,,True,3,1
3,martinezscott@example.com,98,Carla,Jackson,1,True,False,1,False,"[6, 1, 2, 3, 4]",,,,,,True,3,1
3,freemancourtney@example.net,78,Chelsey,Chavez,1,True,False,1,False,"[6, 3]",,,,,,True,0,1
3,schmidttimothy@example.net,75,Denise,Hernandez,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
3,vazquezdanielle@example.org,82,Audrey,Dawson,1,True,False,1,False,"[6, 1, 3]",,,,,,True,0,1
4,johnhill@example.com,60,Kathryn,Stanley,1,True,False,1,False,"[6, 2, 3, 4]",,,,,,True,0,1
4,kathysmith@example.com,65,Cathy,Johnson,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
4,zphillips@example.org,71,Roy,Noble,1,True,False,1,False,"[6, 3, 4]",,,,,,True,0,1
4,roselawrence@example.org,77,Cynthia,Le,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
5,muellermichael@example.com,66,Linda,Diaz,1,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,0,1
5,xcrawford@example.org,70,Kathryn,Miller,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
5,sarah10@example.org,86,Paul,Spencer,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
5,sweeneyandrew@example.com,68,Crystal,Myers,1,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,0,1
6,philliphill@example.org,81,Ralph,Watson,1,True,False,1,False,"[5, 1, 2, 4]",,,,,,True,0,1
6,tlucas@example.com,72,Mario,Lawrence,1,True,False,1,False,"[5, 6, 1, 3]",,,,,,True,0,1
6,michael79@example.org,61,Daniel,Walker,1,True,False,1,False,"[5, 6]",,,,,,True,0,1
6,duartechelsea@example.net,88,Patrick,Conley,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
7,jacobford@example.com,94,Cheryl,Hamilton,1,True,False,1,False,"[5, 3]",,,,,,True,3,1
7,melissa65@example.net,95,Bruce,Drake,1,True,False,1,False,"[5, 2]",,,,,,True,3,1
7,yburke@example.net,97,Michael,Hall,1,True,False,1,False,"[5, 1, 3, 4]",,,,,,True,3,1
7,johnvalenzuela@example.org,99,Eric,Goodman,1,True,False,1,False,"[5, 6, 1, 2, 3]",,,,,,True,3,1
8,ydavidson@example.com,79,Lawrence,Wilson,1,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,0,1
8,blynch@example.org,73,Brendan,Hancock,1,True,False,1,False,"[5, 6, 2, 4]",,,,,,True,0,1
8,xsmith@example.net,64,Andrea,Boone,1,True,False,1,False,"[5, 1, 2, 3]",,,,,,True,0,1
8,thomassarah@example.net,80,Joshua,Avila,1,True,False,1,False,"[5, 6, 3, 4]",,,,,,True,0,1
8,anthony21@example.com,74,Heather,Hernandez,1,True,False,1,False,"[5, 6, 3, 4]",,,,,,True,0,1
9,lewislinda@example.org,54,Adrian,Davis,2,True,False,1,False,"[5, 4]",,,,,,True,5,1
9,jackie99@example.com,59,Marc,Smith,2,True,False,1,False,"[5, 1]",,,,,,True,5,1
9,rjennings@example.com,55,Jason,Walker,2,True,False,1,False,"[1, 4]",,,,,,True,5,1
9,laurarodgers@example.org,42,Scott,Bowers,2,True,False,1,False,"[1, 4]",,,,,,True,1,1
10,trujillokara@example.org,48,Pamela,Boyer,2,True,False,1,False,"[5, 3, 4]",,,,,,True,1,1
10,xschmidt@example.org,46,Gina,Gardner,2,True,False,1,False,"[1, 3, 4]",,,,,,True,1,1
10,eandrade@example.com,41,Julie,Phillips,2,True,False,1,False,"[5, 1, 3]",,,,,,True,1,1
10,seandiaz@example.com,56,Michael,Lynch,2,True,False,1,False,"[5, 3, 4]",,,,,,True,5,1
11,scott94@example.com,52,Bradley,Nguyen,2,True,False,1,False,"[5, 1, 2]",,,,,,True,5,1
