group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,wandabell@example.net,85,Susan,Turner,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
0,youngjohn@example.com,63,Tiffany,Brown,1,True,False,1,False,"[5, 3, 4]",,,,,,True,0,1
0,dmendoza@example.net,69,Vincent,Lee,1,True,False,1,False,"[5, 4]",,,,,,True,0,1
0,jware@example.net,66,Jose,Douglas,1,True,False,1,False,"[5, 4]",,,,,,True,0,1
0,nelsonchristopher@example.com,91,Vanessa,Knight,1,True,False,1,False,"[5, 3, 4]",,,,,,True,3,1
1,fcarr@example.org,81,Earl,Lewis,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
1,chandlerjohn@example.com,77,Jennifer,Donovan,1,True,False,1,False,"[1, 3, 4]",,,,,,True,0,1
1,davidward@example.org,61,Samantha,Bush,1,True,False,1,False,"[5, 1]",,,,,,True,0,1
1,tina87@example.org,74,Nicole,Duran,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
2,edwardsjoe@example.org,94,Dr.,Kayla,1,True,False,1,False,"[5, 1, 3, 4]",,,,,,True,3,1
2,mcdonaldstephen@example.com,79,Gerald,Valenzuela,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
2,richard52@example.org,75,Victoria,Shelton,1,True,False,1,False,"[1, 4]",,,,,,True,0,1
2,william63@example.net,82,Renee,Mooney,1,True,False,1,False,"[1, 3]",,,,,,True,0,1
3,deborah03@example.net,88,Kristine,Griffith,1,True,False,1,False,"[5, 6, 3]",,,,,,True,0,1
3,ntanner@example.net,62,Kara,Moore,1,True,False,1,False,"[5, 6, 1]",,,,,,True,0,1
3,denisebarker@example.org,95,Victoria,Graves,1,True,False,1,False,"[5, 6]",,,,,,True,3,1
3,reginacollins@example.net,99,David,Barrett,1,True,False,1,False,"[5, 6, 4]",,,,,,True,3,1
3,edwardsjason@example.org,93,Kristopher,Webb,1,True,False,1,False,"[6, 3, 4]",,,,,,True,3,1
3,martinkayla@example.org,90,Mrs.,Kathryn,1,True,False,1,False,"[6, 4]",,,,,,True,3,1
4,zachary11@example.org,89,Kyle,Torres,1,True,False,1,False,"[5, 6, 1, 3]",,,,,,True,0,1
4,lbrown@example.com,73,Derrick,Walker,1,True,False,1,False,"[6, 1, 4]",,,,,,True,0,1
4,howardchristopher@example.com,68,Brittany,Robbins,1,True,False,1,False,"[5, 6, 1]",,,,,,True,0,1
4,morenojeffery@example.net,87,Gina,Wright,1,True,False,1,False,"[6, 3]",,,,,,True,0,1
4,kmartin@example.com,65,Tammy,Walter,1,True,False,1,False,"[6, 3]",,,,,,True,0,1
5,martinezhelen@example.org,92,Jacob,Jackson,1,True,False,1,False,"[1, 2, 3, 4]",,,,,,True,3,1
5,georgeenglish@example.net,96,Jason,Smith,1,True,False,1,False,"[2, 3]",,,,,,True,3,1
5,lopezsarah@example.com,71,Karen,Herrera,1,True,False,1,False,"[5, 6, 2, 3, 4]",,,,,,True,0,1
5,andersonmichael@example.net,64,Wendy,Reynolds,1,True,False,1,False,"[5, 1, 2]",,,,,,True,0,1
6,cmiller@example.com,60,Sarah,Sanchez,1,True,False,1,False,"[1, 2, 3, 4]",,,,,,True,0,1
6,michaelbaker@example.net,72,Jeremy,Anderson,1,True,False,1,False,"[6, 1, 2, 3]",,,,,,True,0,1
6,gallegossamuel@example.org,98,Travis,Bailey,1,True,False,1,False,"[6, 1, 2]",,,,,,True,3,1
6,stephaniejackson@example.org,97,Andrew,Collins,1,True,False,1,False,"[2, 3, 4]",,,,,,True,3,1
7,qgregory@example.org,80,Jacqueline,Valdez,1,True,False,1,False,"[2, 4]",,,,,,True,0,1
7,matthew01@example.org,76,Luke,Norman,1,True,False,1,False,"[5, 1, 2, 3]",,,,,,True,0,1
7,david23@example.net,86,Wendy,Pena,1,True,False,1,False,"[6, 1, 2]",,,,,,True,0,1
7,vking@example.net,78,Natasha,Reeves,1,True,False,1,False,"[1, 2, 4]",,,,,,True,0,1
8,russell13@example.com,83,Emily,Neal,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
8,rebeccawright@example.net,70,Ryan,Simpson,1,True,False,1,False,"[5, 6, 1, 2, 4]",,,,,,True,0,1
8,collin71@example.com,67,Casey,Jackson,1,True,False,1,False,"[6, 2, 3]",,,,,,True,0,1
8,tonya39@example.net,84,John,Jackson,1,True,False,1,False,"[5, 6, 2]",,,,,,True,0,1
9,richardbarber@example.org,1,Jason,Brooks,4,True,False,1,False,"[1, 3, 4]",,,,,,True,6,2
9,foxleonard@example.net,8,Andrew,Smith,4,True,False,1,False,"[1, 2, 4]",,,,,,True,6,2
9,longrachel@example.com,2,Zoe,Nguyen,4,True,False,1,False,"[1, 2, 3]",,,,,,True,6,2
9,cheyenne05@example.org,5,Michael,Smith,4,True,False,1,False,"[1, 2, 3, 4]",,,,,,True,6,2
10,michaelwilliams@example.com,7,Sarah,Smith,4,True,False,1,False,"[2, 3]",,,,,,True,6,2
10,parkerrobert@example.net,18,Mr.,Edward,4,True,False,1,False,"[1, 2, 3]",,,,,,True,6,0
