group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,groupmember2,groupmember3,groupmember4,groupmember5,groupmember6,remote,race,gender
0,nharris@example.com,70,Kara,Kim,1,True,False,1,False,"[6, 4]",,,,,,True,0,1
0,smartin@example.net,73,Tina,Webb,1,True,False,1,False,"[6, 3, 4]",,,,,,True,0,1
0,gregoryanthony@example.net,66,Matthew,Davis,1,True,False,1,False,"[6, 3, 4]",,,,,,True,0,1
0,monicawilson@example.com,82,Whitney,Smith,1,True,False,1,False,"[6, 3]",,,,,,True,0,1
1,christopherallen@example.org,87,Kenneth,Smith,1,True,False,1,False,"[6, 3]",,,,,,True,0,1
1,joeltucker@example.org,65,Jonathan,Hudson,1,True,False,1,False,"[6, 3, 4]",,,,,,True,0,1
1,andersongeorge@example.net,63,Renee,Hamilton,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
1,christinacox@example.org,81,Ashley,Young,1,True,False,1,False,"[3, 4]",,,,,,True,0,1
2,burtoncarrie@example.net,96,Brandy,Rosario,1,True,False,1,False,"[6, 2, 3, 4]",,,,,,True,3,1
2,mreynolds@example.com,68,James,Huff,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
2,richardmercer@example.com,75,Michael,King,1,True,False,1,False,"[6, 2, 3, 4]",,,,,,True,0,1
3,ulozano@example.com,71,Kim,Stewart,1,True,False,1,False,"[6, 2]",,,,,,True,0,1
3,jessicakennedy@example.net,83,Casey,Abbott,1,True,False,1,False,"[6, 2]",,,,,,True,0,1
3,howetravis@example.net,74,Trevor,Waters,1,True,False,1,False,"[2, 4]",,,,,,True,0,1
3,thomas98@example.com,64,Jose,Davis,1,True,False,1,False,"[2, 3, 4]",,,,,,True,0,1
4,sanchezolivia@example.org,89,Gerald,Neal,1,True,False,1,False,"[5, 6, 3]",,,,,,True,0,1
4,donaldvega@example.org,67,James,Williams,1,True,False,1,False,"[5, 6, 2]",,,,,,True,0,1
4,warnold@example.org,97,Lorraine,Hampton,1,True,False,1,False,"[5, 6]",,,,,,True,3,1
4,christine75@example.net,99,Daniel,Brown,1,True,False,1,False,"[5, 2, 4]",,,,,,True,3,1
5,xfoster@example.org,93,James,Whitehead,1,True,False,1,False,"[5, 3]",,,,,,True,3,1
5,brettwright@example.net,98,Elizabeth,Beltran,1,True,False,1,False,"[5, 2, 3]",,,,,,True,3,1
5,brent13@example.org,80,Michelle,Nichols,1,True,False,1,False,"[5, 2, 3]",,,,,,True,0,1
5,esmith@example.org,69,Dr.,Gary,1,True,False,1,False,"[5, 6, 3]",,,,,,True,0,1
6,coxheather@example.net,79,Felicia,Zamora,1,True,False,1,False,"[5, 6, 2, 3]",,,,,,True,0,1
6,obeltran@example.net,78,Allen,Schultz,1,True,False,1,False,"[5, 6, 3, 4]",,,,,,True,0,1
6,myerslaura@example.com,88,Dawn,Campbell,1,True,False,1,False,"[5, 6, 3]",,,,,,True,0,1
7,twilson@example.net,94,Melanie,Ramirez,1,True,False,1,False,"[5, 1, 2, 3, 4]",,,,,,True,3,1
7,andrew56@example.net,90,Brian,Price,1,True,False,1,False,"[6, 1, 2, 4]",,,,,,True,3,1
7,lewisjonathan@example.net,77,Robert,Collins,1,True,False,1,False,"[5, 1, 3]",,,,,,True,0,1
7,mathisronald@example.net,72,James,Reid,1,True,False,1,False,"[5, 1, 4]",,,,,,True,0,1
8,pauldoyle@example.com,95,Chad,Bradley,1,True,False,1,False,"[1, 3, 4]",,,,,,True,3,1
8,joshua21@example.org,92,Madison,Ellis,1,True,False,1,False,"[6, 1, 2]",,,,,,True,3,1
8,garciajoshua@example.org,91,Jaclyn,Taylor,1,True,False,1,False,"[1, 3]",,,,,,True,3,1
