Email Address;SID;First name;Last name;What year are you;Would you like to be part of a course study group?;Do you have an existing study group of size 2-6 in mind;timezone offset;Would you like to attend the same discussion;discussion section times;2nd Group Member Berkeley Student Email;3rd Group Member Berkeley Student Email;4th Group Member Berkeley Student Email;5th Group Member Berkeley Student Email;6th Group Member Berkeley Student Email;Will you be on the Berkeley campus;Which of these options best describes your race?;How do you self-identify?
vberg@example.com;85;Tiffany;Martinez;AlYearLevel.Freshman;Yes;No;-7;Yes;1-2 M/W,11-12 M/W,3-4 M/W;;;;;;Yes;White;Male
fdavis@example.com;71;Daniel;Young;AlYearLevel.Sophomore;Yes;No;-7;Yes;2-3 M/W,4-5 M/W,1-2 M/W;;;;;;Yes;White;Male
okelly@example.com;69;Mary;Sweeney;AlYearLevel.Sophomore;Yes;No;-7;Yes;11-12 M/W,4-5 M/W,2-3 M/W;;;;;;Yes;White;Male
tinataylor@example.com;0;Michael;Hawkins;AlYearLevel.Graduate;Yes;No;-7;Yes;2-3 M/W,2-3 M/W,1-2 M/W,10-11 M/W,4-5 M/W;;;;;;Yes;Multiple races;Other
angelica48@example.org;11;Kevin;Shannon;AlYearLevel.Graduate;Yes;No;-7;Yes;2-3 M/W,10-11 M/W,1-2 M/W,10-11 M/W,1-2 M/W;;;;;;Yes;Multiple races;Female
robertlewis@example.net;72;Steven;Reyes;AlYearLevel.Sophomore;Yes;No;-7;Yes;3-4 M/W,1-2 M/W,3-4 M/W;;;;;;Yes;White;Male
walkerdanny@example.com;99;Alec;Smith;AlYearLevel.Freshman;Yes;No;-7;Yes;3-4 M/W,10-11 M/W,1-2 M/W;;;;;;Yes;Black/African American;Male
robertmahoney@example.org;70;John;Jordan;AlYearLevel.Sophomore;Yes;No;-7;Yes;4-5 M/W,4-5 M/W,2-3 M/W,11-12 M/W;;;;;;Yes;White;Male
georgesanchez@example.org;73;David;Harvey;AlYearLevel.Sophomore;Yes;No;-7;Yes;2-3 M/W,1-2 M/W,3-4 M/W,4-5 M/W;;;;;;Yes;White;Male
howardlarson@example.net;90;Margaret;Zimmerman;AlYearLevel.Freshman;Yes;No;-7;Yes;11-12 M/W,2-3 M/W,10-11 M/W,10-11 M/W;;;;;;Yes;Black/African American;Male
ericmartin@example.org;45;Eric;Stokes;AlYearLevel.Junior;Yes;No;-7;Yes;2-3 M/W,2-3 M/W,11-12 M/W,2-3 M/W,1-2 M/W;;;;;;Yes;Asian;Male
gewing@example.net;53;Nancy;Fisher;AlYearLevel.Junior;Yes;No;-7;Yes;4-5 M/W,3-4 M/W,1-2 M/W,10-11 M/W;;;;;;Yes;Middle-Eastern;Male
sheila36@example.com;78;Nancy;Robinson;AlYearLevel.Sophomore;Yes;No;-7;Yes;11-12 M/W,11-12 M/W,2-3 M/W,11-12 M/W,4-5 M/W;;;;;;Yes;White;Male
donald02@example.com;92;Krystal;House;AlYearLevel.Freshman;Yes;No;-7;Yes;4-5 M/W,3-4 M/W,3-4 M/W,2-3 M/W,10-11 M/W;;;;;;Yes;Black/African American;Male
baileycarla@example.org;81;Christopher;Brown;AlYearLevel.Freshman;Yes;No;-7;Yes;10-11 M/W,11-12 M/W,3-4 M/W,3-4 M/W;;;;;;Yes;White;Male
brownrita@example.net;27;Stephanie;Tyler;AlYearLevel.Senior;Yes;No;-7;Yes;1-2 M/W,1-2 M/W,2-3 M/W;;;;;;Yes;Hispanic;Female
imorgan@example.com;82;Stephanie;Dunn;AlYearLevel.Freshman;Yes;No;-7;Yes;11-12 M/W,10-11 M/W,11-12 M/W,4-5 M/W;;;;;;Yes;White;Male
thompsonjames@example.org;79;Lawrence;Rivera;AlYearLevel.Sophomore;Yes;No;-7;Yes;4-5 M/W,1-2 M/W,3-4 M/W,1-2 M/W,11-12 M/W;;;;;;Yes;White;Male
floressteven@example.net;21;Mr.;Thomas;AlYearLevel.Senior;Yes;No;-7;Yes;3-4 M/W,2-3 M/W,1-2 M/W,3-4 M/W;;;;;;Yes;Hispanic;Female
hillwilliam@example.net;59;Brenda;Beck;AlYearLevel.Junior;Yes;No;-7;Yes;1-2 M/W,2-3 M/W,11-12 M/W,2-3 M/W,2-3 M/W;;;;;;Yes;Middle-Eastern;Male
suzannebrandt@example.com;75;David;Maxwell;AlYearLevel.Sophomore;Yes;No;-7;Yes;1-2 M/W,10-11 M/W,1-2 M/W,2-3 M/W;;;;;;Yes;White;Male
lisa81@example.net;86;Sherry;Gonzalez;AlYearLevel.Freshman;Yes;No;-7;Yes;1-2 M/W,11-12 M/W,1-2 M/W,1-2 M/W,10-11 M/W;;;;;;Yes;White;Male
vvilla@example.org;14;Joseph;Moore;AlYearLevel.Graduate;Yes;No;-7;Yes;4-5 M/W,11-12 M/W,1-2 M/W,4-5 M/W,4-5 M/W;;;;;;Yes;Multiple races;Female
erikadavila@example.com;33;Tanya;Harris;AlYearLevel.Senior;Yes;No;-7;Yes;4-5 M/W,1-2 M/W,2-3 M/W,1-2 M/W,4-5 M/W;;;;;;Yes;Asian;Male
andersonmargaret@example.net;25;Diana;Reed;AlYearLevel.Senior;Yes;No;-7;Yes;3-4 M/W,11-12 M/W,11-12 M/W,11-12 M/W;;;;;;Yes;Hispanic;Female
fkaufman@example.com;44;Sara;Harmon;AlYearLevel.Junior;Yes;No;-7;Yes;10-11 M/W,10-11 M/W,1-2 M/W;;;;;;Yes;Asian;Male
rebecca80@example.com;57;Michael;Walsh;AlYearLevel.Junior;Yes;No;-7;Yes;10-11 M/W,10-11 M/W,1-2 M/W,4-5 M/W;;;;;;Yes;Middle-Eastern;Male
pcowan@example.com;28;Michael;Campbell;AlYearLevel.Senior;Yes;No;-7;Yes;3-4 M/W,3-4 M/W,3-4 M/W,3-4 M/W,4-5 M/W;;;;;;Yes;Hispanic;Female
jared14@example.com;5;Megan;Burton;AlYearLevel.Graduate;Yes;No;-7;Yes;3-4 M/W,11-12 M/W,11-12 M/W,2-3 M/W;;;;;;Yes;Multiple races;Other
jamie12@example.org;23;Michael;Peters;AlYearLevel.Senior;Yes;No;-7;Yes;2-3 M/W,4-5 M/W,11-12 M/W;;;;;;Yes;Hispanic;Female
torrescynthia@example.net;7;Darrell;Nelson;AlYearLevel.Graduate;Yes;No;-7;Yes;10-11 M/W,11-12 M/W,2-3 M/W,1-2 M/W,1-2 M/W;;;;;;Yes;Multiple races;Other
