Email Address;SID;First name;Last name;What year are you;Would you like to be part of a course study group?;Do you have an existing study group of size 2-6 in mind;timezone offset;Would you like to attend the same discussion;discussion section times;2nd Group Member Berkeley Student Email;3rd Group Member Berkeley Student Email;4th Group Member Berkeley Student Email;5th Group Member Berkeley Student Email;6th Group Member Berkeley Student Email;Will you be on the Berkeley campus;Which of these options best describes your race?;How do you self-identify?
sfletcher@example.com;50;Anthony;Wong;AlYearLevel.Junior;Yes;No;-7;Yes;10-11 M/W,3-4 M/W,4-5 M/W,4-5 M/W,4-5 M/W;;;;;;Yes;Middle-Eastern;Male
robertfrey@example.com;77;Timothy;Carrillo;AlYearLevel.Sophomore;Yes;No;-7;Yes;3-4 M/W,11-12 M/W,10-11 M/W,1-2 M/W,11-12 M/W;;;;;;Yes;White;Male
adean@example.com;86;Katie;Martinez;AlYearLevel.Freshman;Yes;No;-7;Yes;3-4 M/W,10-11 M/W,11-12 M/W,2-3 M/W,10-11 M/W;;;;;;Yes;White;Male
richtheresa@example.net;89;Victoria;Hood;AlYearLevel.Freshman;Yes;No;-7;Yes;1-2 M/W,11-12 M/W,1-2 M/W,1-2 M/W,2-3 M/W;;;;;;Yes;White;Male
christopher27@example.net;66;Lynn;Garcia;AlYearLevel.Sophomore;Yes;No;-7;Yes;2-3 M/W,1-2 M/W,11-12 M/W;;;;;;Yes;White;Male
khorn@example.net;42;Kimberly;Bradford;AlYearLevel.Junior;Yes;No;-7;Yes;3-4 M/W,3-4 M/W,4-5 M/W,4-5 M/W,3-4 M/W;;;;;;Yes;Asian;Male
tommy39@example.com;22;Allen;King;AlYearLevel.Senior;Yes;No;-7;Yes;1-2 M/W,10-11 M/W,10-11 M/W,1-2 M/W;;;;;;Yes;Hispanic;Female
vwalker@example.net;80;Misty;Reyes;AlYearLevel.Freshman;Yes;No;-7;Yes;10-11 M/W,2-3 M/W,3-4 M/W,2-3 M/W,2-3 M/W;;;;;;Yes;White;Male
stephanie69@example.net;29;Alexandra;Harris;AlYearLevel.Senior;Yes;No;-7;Yes;3-4 M/W,10-11 M/W,3-4 M/W;;;;;;Yes;Hispanic;Female
andrea85@example.net;46;George;Chavez;AlYearLevel.Junior;Yes;No;-7;Yes;11-12 M/W,2-3 M/W,2-3 M/W;;;;;;Yes;Asian;Male
kimberlycarlson@example.net;15;Patricia;Ramirez;AlYearLevel.Graduate;Yes;No;-7;Yes;3-4 M/W,2-3 M/W,3-4 M/W,11-12 M/W;;;;;;Yes;Multiple races;Female
jesus09@example.com;63;Molly;Mcdonald;AlYearLevel.Sophomore;Yes;No;-7;Yes;1-2 M/W,1-2 M/W,1-2 M/W,2-3 M/W;;;;;;Yes;White;Male
leblancisaac@example.com;83;Chad;Dominguez;AlYearLevel.Freshman;Yes;No;-7;Yes;4-5 M/W,4-5 M/W,2-3 M/W,4-5 M/W;;;;;;Yes;White;Male
feliciaortiz@example.com;10;Timothy;Romero;AlYearLevel.Graduate;Yes;No;-7;Yes;3-4 M/W,10-11 M/W,11-12 M/W,4-5 M/W;;;;;;Yes;Multiple races;Female
melinda87@example.org;54;Jacob;Hansen;AlYearLevel.Junior;Yes;No;-7;Yes;2-3 M/W,2-3 M/W,10-11 M/W,4-5 M/W;;;;;;Yes;Middle-Eastern;Male
russellkelly@example.net;2;Ian;Nichols;AlYearLevel.Graduate;Yes;No;-7;Yes;3-4 M/W,4-5 M/W,11-12 M/W,3-4 M/W,1-2 M/W;;;;;;Yes;Multiple races;Other
courtneycordova@example.com;52;Andrea;Thompson;AlYearLevel.Junior;Yes;No;-7;Yes;2-3 M/W,2-3 M/W,1-2 M/W,10-11 M/W;;;;;;Yes;Middle-Eastern;Male
radams@example.net;93;Matthew;Stokes;AlYearLevel.Freshman;Yes;No;-7;Yes;3-4 M/W,1-2 M/W,10-11 M/W,1-2 M/W,4-5 M/W;;;;;;Yes;Black/African American;Male
clopez@example.org;27;Anthony;Moore;AlYearLevel.Senior;Yes;No;-7;Yes;1-2 M/W,2-3 M/W,1-2 M/W;;;;;;Yes;Hispanic;Female
allison65@example.net;11;David;Johnson;AlYearLevel.Graduate;Yes;No;-7;Yes;11-12 M/W,1-2 M/W,2-3 M/W,3-4 M/W;;;;;;Yes;Multiple races;Female
sdaniels@example.org;73;Beverly;Walters;AlYearLevel.Sophomore;Yes;No;-7;Yes;3-4 M/W,10-11 M/W,2-3 M/W,3-4 M/W,4-5 M/W;;;;;;Yes;White;Male
josephandrews@example.com;32;Alicia;Knight;AlYearLevel.Senior;Yes;No;-7;Yes;3-4 M/W,1-2 M/W,11-12 M/W,3-4 M/W;;;;;;Yes;Asian;Male
garymartin@example.net;82;Andrew;Richardson;AlYearLevel.Freshman;Yes;No;-7;Yes;10-11 M/W,2-3 M/W,3-4 M/W,4-5 M/W,1-2 M/W;;;;;;Yes;White;Male
fosterrachel@example.net;57;Morgan;Miller;AlYearLevel.Junior;Yes;No;-7;Yes;2-3 M/W,10-11 M/W,2-3 M/W;;;;;;Yes;Middle-Eastern;Male
sabrinaclarke@example.org;49;Wendy;Mills;AlYearLevel.Junior;Yes;No;-7;Yes;2-3 M/W,4-5 M/W,11-12 M/W,11-12 M/W,3-4 M/W;;;;;;Yes;Asian;Male
rosalescory@example.com;53;Tara;Hughes;AlYearLevel.Junior;Yes;No;-7;Yes;11-12 M/W,4-5 M/W,3-4 M/W,11-12 M/W;;;;;;Yes;Middle-Eastern;Male
greenmegan@example.org;1;Keith;Sanders;AlYearLevel.Graduate;Yes;No;-7;Yes;3-4 M/W,11-12 M/W,4-5 M/W,1-2 M/W,2-3 M/W;;;;;;Yes;Multiple races;Other
macdonaldjanet@example.net;64;Andrew;Thompson;AlYearLevel.Sophomore;Yes;No;-7;Yes;10-11 M/W,11-12 M/W,11-12 M/W;;;;;;Yes;White;Male
astrong@example.net;9;Karen;Sweeney;AlYearLevel.Graduate;Yes;No;-7;Yes;11-12 M/W,11-12 M/W,3-4 M/W;;;;;;Yes;Multiple races;Other
twalker@example.com;79;Melissa;Romero;AlYearLevel.Sophomore;Yes;No;-7;Yes;2-3 M/W,4-5 M/W,11-12 M/W,3-4 M/W;;;;;;Yes;White;Male
