group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,leerebecca@example.org,98,Kelly,Tyler,1,True,False,1,False,"[4, 2, 19]",True,3,0
0,hendersonkathryn@example.org,88,Tyler,Mason,1,True,False,1,False,"[1, 8, 0]",True,3,0
0,sgriffith@example.net,74,Justin,Yu,1,True,False,1,False,"[12, 6, 19]",True,0,0
0,jibarra@example.com,69,Briana,Brock,1,True,False,1,False,"[8, 6, 12]",True,0,0
1,smorris@example.org,68,Gerald,Campbell,1,True,False,1,False,"[1, 9, 4]",True,0,0
1,heather66@example.net,56,Ryan,Cooper,1,True,False,1,False,"[9, 12, 0]",True,0,0
1,connerjared@example.org,46,Daniel,Flowers,1,True,False,1,False,"[1, 0, 2, 13]",True,0,0
1,figueroatina@example.com,54,Jennifer,Pearson,1,True,False,1,False,"[13, 12, 0]",True,0,0
1,graymatthew@example.net,82,Scott,Farley,1,True,False,1,False,"[2, 12, 8, 6]",True,0,0
2,michaeltyler@example.com,80,Tanya,Davis,1,True,False,1,False,"[18, 7, 13, 19]",True,0,0
2,mayojulian@example.com,58,Ashley,King,1,True,False,1,False,"[10, 15, 9, 7, 2]",True,0,0
2,cguerrero@example.net,55,Chase,Reyes,1,True,False,1,False,"[7, 4, 15]",True,0,0
2,walterswalter@example.com,70,Marcus,Bell,1,True,False,1,False,"[15, 8, 19]",True,0,0
2,rosesandra@example.com,66,Renee,Henry,1,True,False,1,False,"[19, 15, 4, 12, 13]",True,0,0
2,melissa99@example.net,49,Donald,Daniels,1,True,False,1,False,"[15, 4, 1, 19, 0]",True,0,0
3,sullivanteresa@example.net,86,David,Reeves,1,True,False,1,False,"[17, 2, 7, 19]",True,3,0
3,michaelalexander@example.org,90,Alex,Brown,1,True,False,1,False,"[19, 17, 9]",True,3,0
3,lcampbell@example.org,89,Samantha,Harris,1,True,False,1,False,"[12, 6, 17]",True,3,0
3,allenkaren@example.net,97,Richard,Watson,1,True,False,1,False,"[13, 15, 10, 4]",True,3,0
4,robertbennett@example.org,79,Nicole,Reese,1,True,False,1,False,"[0, 19, 7, 17, 6]",True,0,0
4,fostervictoria@example.com,72,Thomas,Garza,1,True,False,1,False,"[4, 2, 10, 1]",True,0,0
4,kirk23@example.com,78,Michael,Ferguson,1,True,False,1,False,"[10, 8, 12, 2]",True,0,0
5,waynelewis@example.com,61,Christopher,Johnson,1,True,False,1,False,"[10, 9, 18, 15, 1]",True,0,0
5,jasondominguez@example.com,71,Dana,Riley,1,True,False,1,False,"[12, 2, 18, 10]",True,0,0
5,rodneyle@example.org,67,Darren,Wright,1,True,False,1,False,"[18, 9, 10]",True,0,0
5,ismall@example.org,93,Denise,Bennett,1,True,False,1,False,"[15, 4, 18, 6]",True,3,0
6,robert01@example.com,53,Sandra,Wade,1,True,False,1,False,"[17, 14, 8, 18]",True,0,0
6,rachel88@example.org,48,Jason,Crawford,1,True,False,1,False,"[14, 15, 13]",True,0,0
6,kwillis@example.com,52,Heather,Martinez,1,True,False,1,False,"[14, 13, 7]",True,0,0
6,williamsdaniel@example.com,73,Robin,Sanchez,1,True,False,1,False,"[14, 8, 6, 7]",True,0,0
6,bensonamy@example.org,51,Stephanie,Flores,1,True,False,1,False,"[14, 12, 15, 17]",True,0,0
7,angela05@example.org,59,Amanda,Wilson,1,True,False,1,False,"[8, 5, 14, 2, 9]",True,0,0
7,erin38@example.org,81,Kelly,Dudley,1,True,False,1,False,"[5, 10, 17]",True,0,0
7,sherrychandler@example.net,47,Ronald,Allen,1,True,False,1,False,"[14, 8, 5, 6]",True,0,0
7,anthony62@example.net,91,Timothy,Turner,1,True,False,1,False,"[5, 17, 6, 7]",True,3,0
7,danieldeleon@example.org,96,Ashley,Soto,1,True,False,1,False,"[0, 5, 18, 10, 13]",True,3,0
7,mariaklein@example.org,94,Jason,Jones,1,True,False,1,False,"[2, 0, 10, 14, 5]",True,3,0
8,morrowwendy@example.com,45,Kimberly,Johnson,1,True,False,1,False,"[14, 3, 19, 7, 4]",True,0,0
8,jessereed@example.com,57,Rachel,Klein,1,True,False,1,False,"[18, 3, 2, 12]",True,0,0
8,debbiehayes@example.com,77,Sarah,Mckenzie,1,True,False,1,False,"[7, 10, 3, 1]",True,0,0
8,craneedward@example.com,60,Mr.,Jeffrey,1,True,False,1,False,"[15, 3, 0, 2]",True,0,0
8,garciaronnie@example.com,87,Natalie,Murray,1,True,False,1,False,"[0, 3, 8, 13]",True,3,0
9,gturner@example.org,95,Sharon,Hoffman,1,True,False,1,False,"[4, 13, 1, 16]",True,3,0
9,brandon98@example.net,85,Catherine,Stevens,1,True,False,1,False,"[2, 7, 16]",True,3,0
9,reeddenise@example.com,92,Amber,Paul,1,True,False,1,False,"[3, 5, 14, 16]",True,3,0
9,jenningsjanice@example.org,84,Erica,Bennett,1,True,False,1,False,"[16, 7, 3]",True,0,0
9,pgraves@example.net,76,Sara,Reynolds,1,True,False,1,False,"[10, 19, 13, 16]",True,0,0
9,imontes@example.net,63,Cody,Burns,1,True,False,1,False,"[0, 16, 3, 15, 6]",True,0,0
10,carla36@example.net,83,Brandon,Kirby,1,True,False,1,False,"[9, 10, 11]",True,0,0
10,ericjohnson@example.com,65,Veronica,Green,1,True,False,1,False,"[11, 2, 3, 6, 5]",True,0,0
10,careyeugene@example.com,99,Gail,Rodriguez,1,True,False,1,False,"[8, 12, 11, 9, 5]",True,3,0
11,jasonrivera@example.com,62,William,Edwards,1,True,False,1,False,"[11, 10, 15, 17, 18]",True,0,0
11,sheryl18@example.net,50,Isaiah,Gonzales,1,True,False,1,False,"[11, 18, 7]",True,0,0
11,amberhumphrey@example.net,75,Nicholas,Dawson,1,True,False,1,False,"[0, 12, 6, 11]",True,0,0
11,tara03@example.net,64,Michelle,Smith,1,True,False,1,False,"[16, 11, 14, 6]",True,0,0
12,angelicaho@example.net,0,Raven,Welch,4,True,False,1,False,"[16, 9, 7, 18]",True,0,0
12,sanchezrobin@example.net,2,Brandon,Guzman,4,True,False,1,False,"[5, 19, 16]",True,0,0
12,thomastorres@example.com,1,Thomas,Hart,4,True,False,1,False,"[5, 0, 15]",True,0,0
12,sarahbruce@example.org,3,Deborah,Johnston,4,True,False,1,False,"[18, 7, 5]",True,0,0
12,georgejackson@example.net,4,Michael,Lopez,4,True,False,1,False,"[6, 1, 9, 2]",True,0,0
13,tracylyons@example.com,26,Jeffrey,Vaughn,2,True,False,1,False,"[7, 11, 9]",True,0,0
13,neilgreen@example.com,31,Christy,Thompson,2,True,False,1,False,"[3, 15, 12, 13]",True,0,0
13,xmccormick@example.com,42,Jesse,Smith,2,True,False,1,False,"[15, 7, 11]",True,0,0
13,davidkelley@example.net,25,Julia,Brown,2,True,False,1,False,"[14, 13, 15, 9]",True,0,0
13,tylerhubbard@example.com,41,Ryan,Wood,2,True,False,1,False,"[7, 3, 17, 12]",True,0,0
14,nortega@example.org,23,Daniel,Roberts,3,True,False,1,False,"[19, 7, 13, 16, 9]",True,0,0
14,kristin43@example.net,22,David,Castaneda,3,True,False,1,False,"[19, 15, 4]",True,0,0
14,alicia33@example.org,24,Edward,Brown,3,True,False,1,False,"[4, 19, 5, 1, 17]",True,0,0
14,danielross@example.com,17,Pamela,Williamson,3,True,False,1,False,"[15, 6, 3, 4]",True,0,0
14,bcurtis@example.com,10,Melissa,Miller,3,True,False,1,False,"[17, 8, 19]",True,0,0
15,flopez@example.org,33,Charlene,Mack,2,True,False,1,False,"[18, 13, 5, 14]",True,0,0
15,joshuatorres@example.org,37,Jonathan,Pitts,2,True,False,1,False,"[6, 14, 7, 18, 16]",True,0,0
15,uodom@example.com,32,Patricia,Pierce,2,True,False,1,False,"[12, 18, 13]",True,0,0
15,marksteele@example.net,29,Dalton,Rollins,2,True,False,1,False,"[9, 10, 2, 14]",True,0,0
15,tbaker@example.net,34,Christina,Roberts,2,True,False,1,False,"[10, 1, 2]",True,0,0
15,anoble@example.net,30,Ryan,Ibarra,2,True,False,1,False,"[4, 10, 6, 3, 17]",True,0,0
16,hollyrocha@example.org,28,Toni,Brown,2,True,False,1,False,"[7, 9, 5]",True,0,0
16,milleranthony@example.org,36,Shawn,Morris,2,True,False,1,False,"[8, 5, 0, 13]",True,0,0
16,velasquezjoshua@example.org,43,Richard,King,2,True,False,1,False,"[7, 5, 6]",True,0,0
16,qmullen@example.com,38,Samuel,Baker,2,True,False,1,False,"[2, 19, 17, 6, 10]",True,0,0
16,katiecross@example.org,27,Erin,Martinez,2,True,False,1,False,"[1, 19, 6, 14]",True,0,0
16,jacob13@example.net,44,Thomas,Donovan,2,True,False,1,False,"[14, 19, 17]",True,0,0
17,frederickhunter@example.com,35,Colin,Clarke,2,True,False,1,False,"[2, 9, 16, 8, 3]",True,0,0
17,williamdavidson@example.com,40,Ryan,Kennedy,2,True,False,1,False,"[8, 14, 19, 9]",True,0,0
17,paulmorris@example.net,39,Cynthia,Weeks,2,True,False,1,False,"[0, 17, 12, 2, 8]",True,0,0
18,daniel71@example.com,20,Jennifer,Ball,3,True,False,1,False,"[15, 9, 1, 11]",True,0,0
18,mary32@example.org,8,Andrew,Freeman,3,True,False,1,False,"[1, 11, 13, 15, 3]",True,0,0
18,breeves@example.org,9,Colleen,Moore,3,True,False,1,False,"[0, 15, 5, 10]",True,0,0
18,josephcurtis@example.org,13,Shawn,Miller,3,True,False,1,False,"[18, 19, 13]",True,0,0
18,jeremiahpark@example.org,6,Daniel,Hernandez,3,True,False,1,False,"[19, 12, 6, 18, 17]",True,0,0
18,alexmcdonald@example.com,16,Katelyn,Brown,3,True,False,1,False,"[18, 2, 10, 9]",True,0,0
19,vincent26@example.org,21,Lauren,Yu,3,True,False,1,False,"[16, 3, 14, 5]",True,0,0
19,jjones@example.com,7,Kimberly,Sparks,3,True,False,1,False,"[3, 6, 10, 11]",True,0,0
19,davisbenjamin@example.net,15,Raymond,Coleman,3,True,False,1,False,"[3, 16, 7, 12]",True,0,0
19,jaywilliams@example.net,19,Sonya,Hodge,3,True,False,1,False,"[18, 10, 6, 1, 0]",True,0,0
19,carrie81@example.com,12,Morgan,Hall,3,True,False,1,False,"[10, 12, 1, 9, 6]",True,0,0
19,fbanks@example.com,5,Robin,Doyle,3,True,False,1,False,"[5, 8, 1, 2]",True,0,0
20,mwilliams@example.org,14,Alexandra,Bell,3,True,False,1,False,"[14, 11, 10, 1, 18]",True,0,0
20,kevinnelson@example.org,11,John,Pollard,3,True,False,1,False,"[1, 11, 18]",True,0,0
20,sharon77@example.org,18,Brian,Rodriguez,3,True,False,1,False,"[11, 17, 10, 16]",True,0,0
