group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,megan71@example.net,54,Gloria,Martinez,1,True,False,1,False,[1],True,0,1
0,jessicabailey@example.net,84,Sherri,Griffin,1,True,False,1,False,[1],True,0,1
0,rodriguezjason@example.org,96,Michael,Garza,1,True,False,1,False,[1],True,3,1
0,smithtracey@example.org,85,Donald,Oliver,1,True,False,1,False,[1],True,3,1
1,adamsjohn@example.com,94,Mrs.,Rachel,1,True,False,1,False,[1],True,3,1
1,donaldfernandez@example.com,89,Curtis,White,1,True,False,1,False,[1],True,3,1
1,timothyweiss@example.org,87,Robert,Johnson,1,True,False,1,False,[1],True,3,1
2,dwayne15@example.net,93,Nicholas,Briggs,1,True,False,1,False,[1],True,3,1
2,michael23@example.org,92,Michelle,Robinson,1,True,False,1,False,[1],True,3,1
2,scottthompson@example.net,80,William,Bates,1,True,False,1,False,[1],True,0,1
2,alexandraobrien@example.net,61,Keith,Hoffman,1,True,False,1,False,[1],True,0,1
3,harold57@example.net,46,Juan,Johnson,1,True,False,1,False,[1],True,0,1
3,deanna53@example.com,81,Juan,Green,1,True,False,1,False,[1],True,0,1
3,tonymcdaniel@example.org,55,Melissa,Gutierrez,1,True,False,1,False,[1],True,0,1
3,woodstodd@example.org,49,Patrick,Davis,1,True,False,1,False,[1],True,0,1
3,eturner@example.com,59,Travis,Smith,1,True,False,1,False,[1],True,0,1
3,gregoryduke@example.org,74,Roberta,Anderson,1,True,False,1,False,[1],True,0,1
4,jmunoz@example.com,86,Kevin,Lowe,1,True,False,1,False,[1],True,3,1
4,rruiz@example.com,95,Steven,Herring,1,True,False,1,False,[1],True,3,1
4,robinsonkyle@example.net,83,John,Murphy,1,True,False,1,False,[1],True,0,1
4,gary98@example.org,82,Daniel,Anderson,1,True,False,1,False,[1],True,0,1
5,megan96@example.com,60,Joann,Thompson,1,True,False,1,False,[1],True,0,1
5,johnsonjacob@example.org,58,William,Sweeney,1,True,False,1,False,[1],True,0,1
5,vdiaz@example.net,47,Roger,Kelly,1,True,False,1,False,[1],True,0,1
5,abarker@example.net,73,Sean,Andrade,1,True,False,1,False,[1],True,0,1
6,larry43@example.net,67,Philip,Brown,1,True,False,1,False,[1],True,0,1
6,ryanrodgers@example.org,68,Jordan,Hunt,1,True,False,1,False,[1],True,0,1
6,vmartinez@example.org,90,Ronnie,White,1,True,False,1,False,[1],True,3,1
6,james75@example.com,88,Matthew,Thompson,1,True,False,1,False,[1],True,3,1
7,annlee@example.net,48,Terry,Dunn,1,True,False,1,False,[1],True,0,1
7,brucewhite@example.com,50,Faith,Hammond,1,True,False,1,False,[1],True,0,1
7,pchristian@example.net,65,Karen,Roberts,1,True,False,1,False,[1],True,0,1
7,brent68@example.org,45,Jennifer,Fuentes,1,True,False,1,False,[1],True,0,1
8,ebrooks@example.org,69,Mary,Reid,1,True,False,1,False,[1],True,0,1
8,jshea@example.net,51,Jacqueline,Andrade,1,True,False,1,False,[1],True,0,1
8,johnsontammy@example.net,62,Corey,Murray,1,True,False,1,False,[1],True,0,1
8,hodgesrobin@example.net,72,Carrie,King,1,True,False,1,False,[1],True,0,1
8,samantha07@example.net,53,Julia,Evans,1,True,False,1,False,[1],True,0,1
8,warekevin@example.org,66,Barbara,Smith,1,True,False,1,False,[1],True,0,1
9,jeffreytaylor@example.net,79,Steven,Marsh,1,True,False,1,False,[1],True,0,1
9,frobinson@example.net,76,Connie,Jones,1,True,False,1,False,[1],True,0,1
9,dixonjohn@example.com,52,Mary,Price,1,True,False,1,False,[1],True,0,1
9,joseph28@example.net,64,Kristen,Austin,1,True,False,1,False,[1],True,0,1
9,cherylbrennan@example.org,57,Jasmine,Wyatt,1,True,False,1,False,[1],True,0,1
9,ivanyoung@example.com,70,Glenn,Rodriguez,1,True,False,1,False,[1],True,0,1
10,wilcoxamanda@example.org,91,Benjamin,Garcia,1,True,False,1,False,[1],True,3,1
10,smithethan@example.net,97,Denise,Logan,1,True,False,1,False,[1],True,3,1
10,mcarter@example.net,56,Alice,Blair,1,True,False,1,False,[1],True,0,1
10,audrey49@example.org,77,Kimberly,Morgan,1,True,False,1,False,[1],True,0,1
10,xthompson@example.net,98,Anthony,Castillo,1,True,False,1,False,[1],True,3,1
10,devinwilliams@example.org,99,Michele,Holloway,1,True,False,1,False,[1],True,3,1
