group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,yhanna@example.org,315,Thomas,Kim,1,True,False,1,False,[1],True,0,1
0,josephthomas@example.net,306,Michael,Chapman,1,True,False,1,False,[1],True,0,1
0,bsmith@example.net,456,Ms.,Amber,1,True,False,1,False,[1],True,3,1
0,timothy30@example.com,479,George,Mahoney,1,True,False,1,False,[1],True,3,1
0,hammondbrenda@example.com,333,Tanya,King,1,True,False,1,False,[1],True,0,1
0,jamescook@example.net,240,David,Burns,1,True,False,1,False,[1],True,0,1
1,loridavid@example.org,276,Vincent,Moore,1,True,False,1,False,[1],True,0,1
1,penningtontracy@example.org,264,Tyler,Bell,1,True,False,1,False,[1],True,0,1
1,kellyjacqueline@example.org,447,Jennifer,Wise,1,True,False,1,False,[1],True,3,1
1,iansantana@example.com,452,Paul,Rodriguez,1,True,False,1,False,[1],True,3,1
1,tmorgan@example.net,321,Courtney,Boyer,1,True,False,1,False,[1],True,0,1
1,hernandezderrick@example.org,362,Roy,Day,1,True,False,1,False,[1],True,0,1
2,hardinteresa@example.net,229,Robert,Coleman,1,True,False,1,False,[1],True,0,1
2,richardsonanna@example.com,258,Sandra,Baldwin,1,True,False,1,False,[1],True,0,1
2,calvin92@example.com,253,Nicholas,Mata,1,True,False,1,False,[1],True,0,1
2,sharonharris@example.net,339,James,Savage,1,True,False,1,False,[1],True,0,1
2,michellelynch@example.org,251,Michael,Randolph,1,True,False,1,False,[1],True,0,1
2,lgreen@example.com,398,Donna,Hodge,1,True,False,1,False,[1],True,0,1
3,tammyjenkins@example.org,367,Timothy,Weiss,1,True,False,1,False,[1],True,0,1
3,timothy13@example.net,417,Eric,Gilbert,1,True,False,1,False,[1],True,0,1
3,micheleking@example.net,369,Jerome,Reyes,1,True,False,1,False,[1],True,0,1
3,johntorres@example.com,267,Linda,Taylor,1,True,False,1,False,[1],True,0,1
3,michaeljohnson@example.org,423,Robert,Wallace,1,True,False,1,False,[1],True,0,1
3,adamsbryce@example.com,246,Jonathan,Stone,1,True,False,1,False,[1],True,0,1
4,yvonne23@example.com,437,Bradley,Schaefer,1,True,False,1,False,[1],True,3,1
4,angela19@example.net,451,Norman,Flores,1,True,False,1,False,[1],True,3,1
4,xwalsh@example.com,360,James,Williams,1,True,False,1,False,[1],True,0,1
4,dford@example.org,260,Shannon,Jones,1,True,False,1,False,[1],True,0,1
4,sara92@example.com,238,Eric,Snow,1,True,False,1,False,[1],True,0,1
4,jillyoung@example.com,382,Tyler,Jones,1,True,False,1,False,[1],True,0,1
5,donald59@example.org,334,Sophia,Peck,1,True,False,1,False,[1],True,0,1
5,ohurst@example.com,384,Catherine,Mccarthy,1,True,False,1,False,[1],True,0,1
5,moorematthew@example.com,271,Theodore,Moore,1,True,False,1,False,[1],True,0,1
5,ymcguire@example.org,320,Jasmine,Ferguson,1,True,False,1,False,[1],True,0,1
6,natasha25@example.com,470,Matthew,White,1,True,False,1,False,[1],True,3,1
6,arussell@example.com,475,Blake,Arnold,1,True,False,1,False,[1],True,3,1
6,jenkinsstephanie@example.net,346,David,Gonzalez,1,True,False,1,False,[1],True,0,1
6,emily04@example.com,245,Christopher,Simon,1,True,False,1,False,[1],True,0,1
6,diane94@example.org,281,William,Bradley,1,True,False,1,False,[1],True,0,1
6,terriharmon@example.com,389,Wendy,Rodriguez,1,True,False,1,False,[1],True,0,1
7,olane@example.net,268,Emily,Gallegos,1,True,False,1,False,[1],True,0,1
7,timothy85@example.net,410,Edward,Hernandez,1,True,False,1,False,[1],True,0,1
7,greenedonna@example.net,478,Travis,Johnson,1,True,False,1,False,[1],True,3,1
7,angelahumphrey@example.com,482,Christine,Clark,1,True,False,1,False,[1],True,3,1
8,qthomas@example.com,380,Toni,Johnson,1,True,False,1,False,[1],True,0,1
8,larajoshua@example.org,388,Kathleen,Johnson,1,True,False,1,False,[1],True,0,1
8,kellyandrew@example.org,407,Scott,Frank,1,True,False,1,False,[1],True,0,1
8,rprice@example.com,294,Tina,Cruz,1,True,False,1,False,[1],True,0,1
