group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,chungmichael@example.net,219,Patrick,Warren,1,True,False,1,False,[1],True,3,1
0,imiller@example.org,234,Jessica,Bishop,1,True,False,1,False,[1],True,3,1
0,deannamiller@example.net,129,Daniel,Davila,1,True,False,1,False,[1],True,0,1
0,paulphillips@example.net,163,Jimmy,Cummings,1,True,False,1,False,[1],True,0,1
1,wchan@example.com,116,Kayla,Ford,1,True,False,1,False,[1],True,0,1
1,jimnichols@example.com,196,Donna,Berry,1,True,False,1,False,[1],True,0,1
1,forddavid@example.com,161,Anna,Nielsen,1,True,False,1,False,[1],True,0,1
1,valeriegreen@example.com,193,Carlos,Harris,1,True,False,1,False,[1],True,0,1
2,gclark@example.net,154,Shirley,Graham,1,True,False,1,False,[1],True,0,1
2,chelsea35@example.net,203,Crystal,Berg,1,True,False,1,False,[1],True,0,1
2,jamesglenn@example.org,192,Patricia,Kennedy,1,True,False,1,False,[1],True,0,1
2,lowephillip@example.net,151,Christopher,Howard,1,True,False,1,False,[1],True,0,1
2,adrianedwards@example.org,190,Jessica,Cantu,1,True,False,1,False,[1],True,0,1
2,angelajohnson@example.net,149,Brianna,Leon,1,True,False,1,False,[1],True,0,1
3,daniel10@example.org,123,Matthew,Reyes,1,True,False,1,False,[1],True,0,1
3,jasondunlap@example.org,121,Ivan,King,1,True,False,1,False,[1],True,0,1
3,chelseadominguez@example.com,159,Joseph,Miller,1,True,False,1,False,[1],True,0,1
3,cindyfrank@example.com,125,Alexandra,Campbell,1,True,False,1,False,[1],True,0,1
4,codyrichards@example.org,166,Richard,Alvarado,1,True,False,1,False,[1],True,0,1
4,katherine83@example.net,173,William,Smith,1,True,False,1,False,[1],True,0,1
4,cdelgado@example.net,217,Lucas,Nelson,1,True,False,1,False,[1],True,3,1
4,rittertimothy@example.net,207,Erica,Delgado,1,True,False,1,False,[1],True,3,1
5,vgross@example.org,223,Clifford,Bates,1,True,False,1,False,[1],True,3,1
5,jennifer12@example.net,206,Jason,Miller,1,True,False,1,False,[1],True,3,1
