group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,rickey67@example.com,560,Christopher,Morales,1,True,False,1,False,[1],True,0,1
0,ronaldmaddox@example.com,829,Tanya,Robinson,1,True,False,1,False,[1],True,0,1
0,randyblack@example.net,912,David,Baxter,1,True,False,1,False,[1],True,3,1
0,campbellkrista@example.com,931,Jason,Mcdaniel,1,True,False,1,False,[1],True,3,1
1,housederrick@example.net,510,Brian,Davis,1,True,False,1,False,[1],True,0,1
1,davidarellano@example.net,740,Margaret,Holloway,1,True,False,1,False,[1],True,0,1
1,shelia44@example.org,651,Elizabeth,Stanton,1,True,False,1,False,[1],True,0,1
1,david48@example.net,667,Tristan,Montoya,1,True,False,1,False,[1],True,0,1
1,craigdennis@example.org,889,Lori,Perry,1,True,False,1,False,[1],True,3,1
1,sbailey@example.org,860,Anthony,Fisher,1,True,False,1,False,[1],True,3,1
2,virginiasanford@example.com,966,Renee,Schmidt,1,True,False,1,False,[1],True,3,1
2,floresannette@example.org,944,Robert,Jackson,1,True,False,1,False,[1],True,3,1
2,alisondiaz@example.net,834,Alexander,Jones,1,True,False,1,False,[1],True,0,1
2,woconnor@example.org,719,Crystal,Bryant,1,True,False,1,False,[1],True,0,1
3,bsmith@example.org,666,Eric,Sanchez,1,True,False,1,False,[1],True,0,1
3,nathancannon@example.com,663,Tina,Freeman,1,True,False,1,False,[1],True,0,1
3,fwalton@example.org,853,Michelle,Zamora,1,True,False,1,False,[1],True,3,1
3,cameronbennett@example.org,959,Jason,Weber,1,True,False,1,False,[1],True,3,1
4,amypowell@example.com,624,Daniel,Cooper,1,True,False,1,False,[1],True,0,1
4,qstein@example.com,648,Ryan,Blevins,1,True,False,1,False,[1],True,0,1
4,jenkinsgloria@example.net,892,Lauren,Davis,1,True,False,1,False,[1],True,3,1
4,norristerri@example.net,967,Annette,Martin,1,True,False,1,False,[1],True,3,1
4,edwardpatrick@example.org,674,Mrs.,Jessica,1,True,False,1,False,[1],True,0,1
4,oliveramber@example.org,542,Jamie,Moore,1,True,False,1,False,[1],True,0,1
5,pereztina@example.org,900,Nancy,Garcia,1,True,False,1,False,[1],True,3,1
5,wesley88@example.com,934,Dr.,Richard,1,True,False,1,False,[1],True,3,1
5,danafields@example.com,541,Benjamin,Blankenship,1,True,False,1,False,[1],True,0,1
5,karenmontgomery@example.org,553,Grant,Fry,1,True,False,1,False,[1],True,0,1
6,yevans@example.org,725,Brendan,Franklin,1,True,False,1,False,[1],True,0,1
