group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,omitchell@example.net,7,William,Smith,2,True,False,1,False,"[1, 8, 9, 7]",True,0,1
0,ycummings@example.net,8,Anthony,Rodriguez,2,True,False,1,False,"[6, 4, 2, 1]",True,0,1
0,cole59@example.net,5,Caroline,Guerrero,2,True,False,1,False,"[9, 1, 3]",True,0,1
0,scottpotter@example.com,6,Carol,Mercer,2,True,False,1,False,"[7, 9, 0]",True,0,1
1,vhughes@example.org,4,Maria,Esparza,3,True,False,1,False,"[2, 5, 4, 1, 0]",True,0,1
1,robertwells@example.com,3,Wesley,Taylor,3,True,False,1,False,"[4, 1, 8]",True,0,1
1,justinmoore@example.net,1,Craig,Holmes,3,True,False,1,False,"[8, 6, 7, 0, 4]",True,0,1
1,fletchercharles@example.org,2,Shawn,Koch,3,True,False,1,False,"[5, 0, 3]",True,0,1
2,stanleychristopher@example.net,12,Seth,Garcia,1,True,False,1,False,"[6, 7, 8]",True,0,1
2,bethreese@example.net,9,Debbie,Hendricks,1,True,False,1,False,"[5, 6, 1]",True,0,1
2,tristancobb@example.org,15,Thomas,Walker,1,True,False,1,False,"[4, 7, 6]",True,0,1
2,parkstravis@example.org,11,Matthew,Herrera,1,True,False,1,False,"[2, 3, 8, 7]",True,0,1
2,ffrazier@example.com,16,Deanna,Hubbard,1,True,False,1,False,"[7, 8, 0]",True,0,0
3,robertjoyce@example.net,13,Valerie,Young,1,True,False,1,False,"[5, 0, 4]",True,0,1
3,cassandra14@example.org,14,Nicholas,Ross,1,True,False,1,False,"[4, 5, 0]",True,0,1
3,ethanbradley@example.net,10,Joyce,Molina,1,True,False,1,False,"[3, 1, 8, 5, 2]",True,0,1
3,oevans@example.com,17,Douglas,Williams,1,True,False,1,False,"[4, 8, 0, 1, 7]",True,3,0
3,zmeyer@example.org,18,Laura,Dawson,1,True,False,1,False,"[9, 1, 7, 8]",True,3,0
3,diamondjones@example.org,19,Charlene,Welch,1,True,False,1,False,"[1, 5, 7, 8, 0]",True,3,0
4,aescobar@example.com,0,Michael,Brown,4,True,False,1,False,"[6, 9, 1, 5]",True,0,1
