group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,erinmorgan@example.com,134,Darlene,Thomas,1,True,False,1,False,"[0, 9, 1]",True,0,1
0,tiffany45@example.net,188,Shawn,Anderson,1,True,False,1,False,"[0, 1, 8]",True,0,1
0,courtney93@example.net,237,Donna,Ashley,1,True,False,1,False,"[8, 9, 0, 1]",True,3,0
0,frederick84@example.net,234,Brianna,Combs,1,True,False,1,False,"[1, 8, 0]",True,3,0
1,oneillalexis@example.org,190,David,Davis,1,True,False,1,False,"[2, 9, 1]",True,0,1
1,robertsondonald@example.org,184,Chris,Wagner,1,True,False,1,False,"[2, 1, 9]",True,0,1
1,bryanparker@example.com,168,Sandra,Wu,1,True,False,1,False,"[2, 9, 8, 0]",True,0,1
1,ydelacruz@example.net,186,Diane,Lang,1,True,False,1,False,"[9, 8, 2, 1, 0]",True,0,1
2,hruiz@example.org,208,Stephen,Scott,1,True,False,1,False,"[8, 1, 9, 0, 2]",True,3,0
2,quinnrachel@example.com,166,Mr.,Anthony,1,True,False,1,False,"[8, 2, 1]",True,0,1
2,acamacho@example.net,125,Dawn,Palmer,1,True,False,1,False,"[2, 9, 8]",True,0,1
3,kennethmcbride@example.org,117,Jeffrey,York,1,True,False,1,False,"[6, 9, 0, 1]",True,0,1
3,michael68@example.net,191,Kyle,Myers,1,True,False,1,False,"[6, 2, 9, 8]",True,0,1
3,anita31@example.net,202,Angela,Young,1,True,False,1,False,"[6, 8, 9]",True,0,0
3,denisegarza@example.net,139,Lauren,Williams,1,True,False,1,False,"[0, 8, 6, 9]",True,0,1
3,jessicagomez@example.org,146,Andrea,Davis,1,True,False,1,False,"[6, 0, 8]",True,0,1
4,lewischarles@example.com,120,Christian,Garcia,1,True,False,1,False,"[1, 8, 6]",True,0,1
4,jennifercoleman@example.com,142,Blake,Murphy,1,True,False,1,False,"[9, 2, 8, 6]",True,0,1
4,ipotter@example.com,129,James,Hines,1,True,False,1,False,"[8, 9, 6]",True,0,1
4,lopezrichard@example.com,114,Christopher,Orr,1,True,False,1,False,"[6, 0, 8]",True,0,1
5,bridget85@example.org,207,Shane,Decker,1,True,False,1,False,"[0, 9, 1, 6, 2]",True,3,0
5,gtorres@example.com,239,Susan,Mejia,1,True,False,1,False,"[9, 2, 6]",True,3,0
5,fieldsemily@example.org,215,Caleb,Wade,1,True,False,1,False,"[1, 2, 6, 8, 9]",True,3,0
6,christopher71@example.com,147,Abigail,Reyes,1,True,False,1,False,"[1, 5, 8]",True,0,1
6,oevans@example.com,153,Katrina,Larson,1,True,False,1,False,"[6, 2, 8, 5]",True,0,1
6,jonesjoseph@example.com,199,Steven,Hall,1,True,False,1,False,"[6, 1, 8, 5]",True,0,0
6,kchang@example.com,210,Daniel,Goodman,1,True,False,1,False,"[1, 5, 0, 8]",True,3,0
7,gallegosleah@example.net,175,Richard,Hart,1,True,False,1,False,"[2, 5, 6, 0]",True,0,1
7,jennifer72@example.com,116,Jackson,Wright,1,True,False,1,False,"[0, 2, 5]",True,0,1
7,stephaniegray@example.com,154,Jennifer,Rodriguez,1,True,False,1,False,"[5, 1, 9]",True,0,1
7,qcurry@example.net,136,Erik,Perry,1,True,False,1,False,"[2, 5, 9]",True,0,1
7,joseph08@example.com,112,Christopher,Yang,1,True,False,1,False,"[5, 1, 6]",True,0,1
8,kristina37@example.net,119,Jason,Bray,1,True,False,1,False,"[5, 2, 8]",True,0,1
8,igonzalez@example.net,174,Amanda,Malone,1,True,False,1,False,"[0, 8, 6, 5]",True,0,1
8,kerri31@example.com,159,Cheryl,Dorsey,1,True,False,1,False,"[5, 8, 1]",True,0,1
8,james35@example.com,122,Kari,Schneider,1,True,False,1,False,"[6, 0, 1, 5, 9]",True,0,1
9,xtorres@example.net,149,Zachary,Johnson,1,True,False,1,False,"[7, 5, 8, 9]",True,0,1
9,wdavis@example.com,127,Gregory,Hardy,1,True,False,1,False,"[0, 8, 6, 7]",True,0,1
9,dianaedwards@example.net,194,Timothy,Bailey,1,True,False,1,False,"[7, 8, 2, 5, 6]",True,0,0
9,rdavis@example.org,192,Robert,Gonzalez,1,True,False,1,False,"[2, 6, 8, 7]",True,0,0
9,randygomez@example.net,195,Timothy,Bender,1,True,False,1,False,"[9, 1, 7]",True,0,0
10,sandrawells@example.net,118,Lindsay,Kennedy,1,True,False,1,False,"[7, 6, 9]",True,0,1
10,joshua78@example.org,115,Robert,Thompson,1,True,False,1,False,"[7, 6, 1]",True,0,1
10,chernandez@example.com,145,Mark,Murray,1,True,False,1,False,"[6, 7, 1]",True,0,1
10,beth08@example.com,181,James,Blankenship,1,True,False,1,False,"[0, 6, 7, 2]",True,0,1
10,ericlee@example.org,151,Karen,Lane,1,True,False,1,False,"[7, 1, 5, 2]",True,0,1
11,nwright@example.org,189,Gina,Kim,1,True,False,1,False,"[9, 8, 7]",True,0,1
11,dylan18@example.com,150,Sara,Nelson,1,True,False,1,False,"[7, 6, 1, 5, 9]",True,0,1
11,brianmendez@example.org,167,Susan,Young,1,True,False,1,False,"[9, 7, 5, 2, 6]",True,0,1
11,dbarry@example.net,164,Sarah,Simmons,1,True,False,1,False,"[9, 1, 0, 7]",True,0,1
11,bbentley@example.net,222,Michael,Williams,1,True,False,1,False,"[7, 5, 9]",True,3,0
11,amandaclark@example.net,209,Charlotte,Vaughn,1,True,False,1,False,"[2, 5, 9, 7]",True,3,0
12,gillcindy@example.com,162,Zachary,Giles,1,True,False,1,False,"[2, 6, 7, 5]",True,0,1
12,jacksonterry@example.org,161,Lisa,Campos,1,True,False,1,False,"[5, 0, 7, 8]",True,0,1
12,kevin66@example.com,219,Patrick,Harding,1,True,False,1,False,"[6, 2, 1, 8, 7]",True,3,0
12,jessicawilliams@example.com,206,Melanie,Mitchell,1,True,False,1,False,"[8, 6, 7, 5, 9]",True,3,0
13,snyderdouglas@example.net,211,Mark,Tran,1,True,False,1,False,"[4, 5, 8]",True,3,0
13,jeffpierce@example.net,217,Rebecca,Rivera,1,True,False,1,False,"[7, 2, 4]",True,3,0
13,josephvictor@example.net,228,William,Moore,1,True,False,1,False,"[4, 1, 9]",True,3,0
13,matthewskevin@example.org,227,Brittany,Holmes,1,True,False,1,False,"[9, 0, 4, 1]",True,3,0
14,jessicamiller@example.com,172,Michael,Gonzalez,1,True,False,1,False,"[2, 1, 4]",True,0,1
