group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,rhardy@example.org,54,Jessica,Hill,1,True,False,1,False,"[3, 5, 6]",True,0,1
0,belindahill@example.net,65,Michael,Sanders,1,True,False,1,False,"[3, 4, 5]",True,0,1
0,carl80@example.net,90,Jason,Mcgrath,1,True,False,1,False,"[1, 4, 6]",True,3,0
0,jaclynmolina@example.org,85,Matthew,Sanchez,1,True,False,1,False,"[6, 5, 1]",True,3,0
0,omcclure@example.net,89,Laurie,Arnold,1,True,False,1,False,"[3, 4, 5]",True,3,0
1,yreid@example.org,71,Christopher,Brooks,1,True,False,1,False,"[5, 8, 6]",True,0,1
1,sandra37@example.net,55,Shawn,Gross,1,True,False,1,False,"[3, 8, 5]",True,0,1
1,esherman@example.net,80,Jack,Copeland,1,True,False,1,False,"[4, 6, 8]",True,0,0
2,david05@example.com,88,Darryl,Chavez,1,True,False,1,False,"[5, 1, 3, 4]",True,3,0
2,nmclean@example.net,92,Shaun,Moore,1,True,False,1,False,"[1, 4, 3]",True,3,0
2,danielsnicholas@example.net,75,Cody,Dennis,1,True,False,1,False,"[6, 8, 1]",True,0,1
2,franklinemily@example.net,46,Frank,Harper,1,True,False,1,False,"[5, 1, 4, 8, 3]",True,0,1
2,xmoon@example.org,57,Gary,Sullivan,1,True,False,1,False,"[5, 3, 4, 1]",True,0,1
3,katie25@example.com,56,Stephanie,Price,1,True,False,1,False,"[6, 0, 4]",True,0,1
3,olivia20@example.com,66,Mrs.,Ashley,1,True,False,1,False,"[3, 4, 8, 0, 6]",True,0,1
3,matthewoneal@example.com,73,Rick,Freeman,1,True,False,1,False,"[6, 8, 0]",True,0,1
3,michaelmontgomery@example.org,62,Edward,Mitchell,1,True,False,1,False,"[8, 0, 6]",True,0,1
3,judywhitehead@example.org,76,James,Sutton,1,True,False,1,False,"[1, 0, 8]",True,0,1
3,zmartinez@example.org,67,Sherry,Young,1,True,False,1,False,"[0, 8, 3, 5, 1]",True,0,1
4,shood@example.org,48,Dr.,Scott,1,True,False,1,False,"[0, 5, 8, 4]",True,0,1
4,williamross@example.org,77,Frank,Brown,1,True,False,1,False,"[5, 1, 0]",True,0,1
4,arthur32@example.org,94,Randy,White,1,True,False,1,False,"[0, 1, 8]",True,3,0
5,qgarcia@example.com,81,Sean,Kramer,1,True,False,1,False,"[9, 1, 4]",True,0,0
5,ericagonzalez@example.org,82,Anthony,Hall,1,True,False,1,False,"[3, 0, 9, 4, 5]",True,0,0
5,brucethompson@example.net,84,Lisa,Cook,1,True,False,1,False,"[3, 4, 9, 6]",True,0,0
6,pwelch@example.org,45,Samantha,Smith,1,True,False,1,False,"[4, 6, 9]",True,0,1
6,medinajeremy@example.com,86,Tyrone,Rowland,1,True,False,1,False,"[6, 5, 4, 0, 9]",True,3,0
6,matthewchavez@example.net,99,Jeffrey,Robinson,1,True,False,1,False,"[1, 0, 9, 4]",True,3,0
6,ferrelllynn@example.com,91,Johnny,Kemp,1,True,False,1,False,"[9, 3, 4]",True,3,0
7,marymiranda@example.org,87,Tiffany,Harris,1,True,False,1,False,"[2, 3, 0]",True,3,0
7,mackenziediaz@example.com,95,Jack,Bailey,1,True,False,1,False,"[8, 5, 4, 9, 2]",True,3,0
7,vjohnson@example.com,72,Travis,Johns,1,True,False,1,False,"[4, 8, 6, 3, 2]",True,0,1
7,regina87@example.net,60,Robert,Rogers,1,True,False,1,False,"[5, 0, 8, 2]",True,0,1
