group_num,email,sid,first_name,last_name,year,want_group,is_existing,timezone,disc_with_group,disc_times_options,remote,race,gender
0,richardsjoseph@example.net,279,Tracy,Montgomery,1,True,False,1,False,"[8, 9, 5]",True,0,1
0,ricardomills@example.net,245,Lisa,Frank,1,True,False,1,False,"[9, 5, 8]",True,0,1
0,beverly84@example.org,267,Samantha,Barajas,1,True,False,1,False,"[1, 9, 5]",True,0,1
0,joeltucker@example.com,376,Nicholas,Gray,1,True,False,1,False,"[8, 9, 1]",True,0,1
1,pettyanthony@example.net,463,Michael,Smith,1,True,False,1,False,"[1, 9, 8]",True,3,0
1,mterry@example.com,457,Peggy,Johnson,1,True,False,1,False,"[1, 8, 5]",True,3,0
1,jeremy17@example.com,381,Julie,Mcmahon,1,True,False,1,False,"[1, 5, 9]",True,0,1
1,acevedokristina@example.org,247,Deborah,Vaughn,1,True,False,1,False,"[9, 5, 8]",True,0,1
2,candaceroberson@example.net,478,Denise,Aguilar,1,True,False,1,False,"[2, 9, 1]",True,3,0
2,dustin38@example.com,492,Steven,Williams,1,True,False,1,False,"[8, 2, 9, 1]",True,3,0
2,harperchristopher@example.com,451,Douglas,Ortiz,1,True,False,1,False,"[2, 9, 1]",True,3,0
3,matthewlong@example.com,228,Jack,Hernandez,1,True,False,1,False,"[2, 8, 9]",True,0,1
3,vrios@example.net,248,Anna,Lopez,1,True,False,1,False,"[2, 5, 8]",True,0,1
3,ibarracatherine@example.net,306,Nicholas,Sullivan,1,True,False,1,False,"[1, 8, 5, 2]",True,0,1
3,nroberts@example.net,367,Stacy,Jones,1,True,False,1,False,"[9, 1, 5, 2, 8]",True,0,1
3,ihopkins@example.net,241,Charles,Williams,1,True,False,1,False,"[9, 8, 2, 1]",True,0,1
3,michaelpalmer@example.net,281,Gary,Gomez,1,True,False,1,False,"[1, 2, 8]",True,0,1
4,jocelyndean@example.net,377,Hannah,Parker,1,True,False,1,False,"[6, 9, 5]",True,0,1
4,travis44@example.com,305,Samantha,Marshall,1,True,False,1,False,"[5, 2, 8, 6]",True,0,1
4,bakerangela@example.com,236,Ashley,Francis,1,True,False,1,False,"[6, 5, 2, 1]",True,0,1
4,samanthajennings@example.net,311,Lauren,Morris,1,True,False,1,False,"[6, 5, 8, 9]",True,0,1
4,patriciaferguson@example.net,385,Susan,Lara,1,True,False,1,False,"[1, 5, 6]",True,0,1
5,tammyponce@example.org,294,John,Adams,1,True,False,1,False,"[8, 9, 6]",True,0,1
5,christopher10@example.com,358,Amy,Armstrong,1,True,False,1,False,"[6, 5, 2]",True,0,1
5,kgalloway@example.com,450,Christian,Cochran,1,True,False,1,False,"[6, 5, 9]",True,3,0
5,marcusdouglas@example.com,483,Spencer,Robinson,1,True,False,1,False,"[8, 1, 6]",True,3,0
6,douglasshawn@example.org,437,Jamie,Hodges,1,True,False,1,False,"[5, 2, 6]",True,3,0
6,facevedo@example.com,449,Sean,Lane,1,True,False,1,False,"[8, 6, 2, 1]",True,3,0
